review title,review,place name,category,city
An oasis of calm amidst the hustle and bustle of Marrakech Medina,"It was a wonderful experience to spend some days and nights in this exquisite Riad, which has been so thoughtfuly and beautifully designed and artistically decorated by its owners and managers, Valerie and Denise. From the careful induction meeting introducing us to the Riad and the Medina, to the delights of the in-house Hamman and the treat of eating breakfast and the occasional three course evening meal on the roof terrace, everything about our stay was exceptional. 

Located just a short walk from Jemaa el-Fnaa,  Marrakech's central square, theRiad is perfectly situated nearto all the man sights of the medina, and is a wonderful oasis of calm after the heat, hustle and the bustle of the tiny alleyways of the medina and the souk. A wonderful place. Go if you can!",Riad le Clos des Arts,Hotel,Marrakech
🌴🌴 Magical few days 🌴🌴,"Visited Dar Ayniwen earlier this week and it was superb in every way. 

Starting with our warm welcome from Aziz, who is like all staff committed to make your stay relaxing, attentive to your every need. 

The food is freshly prepared, generous portion size and delicious. 

The setting is idyllic and tranquil, and it’s feels like a stay in a beautiful family home. 

We headed out to the madness of the medina and soon retreated back to our oasis of calm, and enjoyed a wonderful relaxing massage. 

Our room Bambou was authentically decorated, was spotlessly clean and the bed was incredibly comfortable. 

You can do as much or as little as you want here. A 15-min ride to the city or stay put, swim, relax, play boules or table tennis, have a beer by the pool or find a shady spot to read a book. 

We will be back and would not hesitate in recommending the hotel. 

Thank you to everyone who made our stay so perfect.",Dar Ayniwen Hotel,Hotel,Marrakech
"Magical place, calm, relaxation guaranteed!!!","A magical place. We went to this establishment for the first time. A warm welcome, the lovely staff, the magnificent garden. A quiet establishment, ideal for a couple. The kitchen is perfect, we order our meal in the morning and the chef prepares it for the evening. For us who are golfers, depending on the course count between 20 to 40 minutes. We come to Marrakech every year, I think we will come back next year.",Dar Ayniwen Hotel,Hotel,Marrakech
A little corner of paradise,"The hotel is located in a large private park filled with trees, cacti and beautiful flowers. We live among birdsong and from time to time we meet turtles…
There are very few rooms. We feel like we're alone in the world.
The swimming pool is heated, very pleasant.
Everyone takes care of us, it’s absolute relaxation.
Finally, the cuisine is excellent. We enjoy each new dish.
Happiness…",Dar Ayniwen Hotel,Hotel,Marrakech
My favourite place.,"4 perfect nights. Our 6th visit and won’t be our last. Poured with rain on the first day but turned out to be a blessing. Spent the day in the main room with the fire lit playing cards and dominoes and let the house cast its spell on us as usual. Beautiful room and food, and wonderful staff. Sun came out for us for the rest of the stay, but now I know that the magic is Dar Ayniwen - not just the weather. Thanks again.",Dar Ayniwen Hotel,Hotel,Marrakech
A stylish oasis,"The hotel is a lovely green oasis in an area of sandy soil and palm trees north of Marrakesh, with most rooms in small buildings around the grounds.  We were upgraded to a suite (Tiwalin 1) which was very spacious and stylishly furnished.  Breakfast was served by the pool, and it was very good if a little unvarying - the yoghurt was delicious.  Whether the hotel is right for you or not depends on how you you want to spend your time.  It would be perfect for days in the sun by the pool, but we wanted to do sightseeing and this meant hiring taxis each day, which the hotel manager Aziz was very happy to arrange for us.  We had already stayed for 3 nights in a riad and wanted a change to some fresh air and green space.  We hadn't realised on booking that it was quite so far out of town, but it certainly gave us the relaxing outdoor space we were looking for.  We had a delicious dinner of fish/prawns on the second evening.  The problem was that the small number of diners made the atmosphere a bit awkward, and we didn't return on nights 3 and 4.  Overall a it was a luxurious and characterful hotel, with smiling and attentive staff, which we would be happy to recommend.",Dar Ayniwen Hotel,Hotel,Marrakech
Heavenly,"Still as heavenly as ever, a unique place in Marrakech lulled by birds in a park with lush vegetation…room and gastronomy at the top…
I recommend this place if you are looking for a place where you can immerse yourself after a colorful visit to the medina",Dar Ayniwen Hotel,Hotel,Marrakech
Paradise in the Palmeraie,"I am a little reluctant to write this as I would love to keep this exquisite place to myself… But equally, Dar Ayniwen thoroughly deserves a glowing review. 

The property is located in the Palmeraie, a palm grove to the east of Marrakech, dotted with boutique hotels and gated private homes. Upon arrival, after a short drive from the airport, I was warmly welcomed by manager Aziz and, fresh mint tea in hand, I was taken on a tour of the hotel’s beautiful gardens. I say ‘hotel’ - in fact staying at Dar Ayniwen feels more like being an honoured guest in a private home (which it once was.) An upgrade to the beautiful Tiwaline 1 suite awaited me - and what a room! Adorned with antiques and featuring a separate living room, a domed marble bathroom with walk-in shower and a supremely comfortable bed, it was truly a home from home. On the ground floor, at the side of the main house, Tiwaline 1 opens to a shady riad style garden complete with tortoises and a very vocal Siamese cat!

My 2 night stay was intended as a quiet period of relaxation prior to the arrival of a relative in Marrakech for some more energetic leisure pursuits. And it couldn’t have been more perfect. A comfortable sun lounger was placed in the spot of my choosing on the expansive lawn near the (heated but still refreshing) pool for an afternoon of much needed sun. (26 degrees was an absolute joy after cold, grey late January England!) When I brought a soft drink from the fridge in my room, a glass was delivered with a little table. This is just one example of how the (superb) staff strike just the right balance - attentive but unobtrusive. And as a solo traveller and first time visitor to Morocco, I felt thoroughly looked after.

Meals are taken in a charming, cosy tent with an open fire. (There’s a terrace for balmier evenings). Breakfast is a tasty combination of fruit, pastries and Moroccan pancakes, brought to your table. Dinner - ordered in advance to ensure the freshest ingredients can be sourced on the day - was honestly the best food I have eaten in a hotel. The beef tagine was utterly sublime. On my first evening I was welcomed into the tent by owner Stéphane. Merci/shukran Stéphane for sharing your family home with your guests!

For a treat I had booked a spa treatment, but Amina, the hotel’s beautician, was unwell on the day I had booked, so the hotel arranged a transfer for me to and from a local hammam and spa about 10 minutes away, which I found via google. (I hope Amina is much better now.) 

After two blissful nights cocooned in this peaceful paradise, I left Dar Ayniwen feeling relaxed, refreshed and ready to take on whatever Marrakech had to offer! 

Thank you to Stéphane, Aziz, Ismael, Rashid and everyone who works so hard to make Dar Ayniwen such a welcoming place. They have truly nailed 5 star service in a boutique setting. I shall most certainly return!",Dar Ayniwen Hotel,Hotel,Marrakech
Heavenly,"A magnificent hotel, high-class welcome and service, all in a warm and friendly atmosphere. The owner is very attentive, the staff very discreet and attentive to the smallest details. The rooms are superb, very well equipped, with heating, important in this season! There is a lot of green space, magnificent aviaries and in addition private terraces in front of each accommodation, privatization and calm. All meals are delicious and plentiful.
A special thank you to Rachid and the chef.
Thank you very much to Aziz, for his availability, kindness and professionalism.
We highly recommend this hotel, as a family, as a couple or alone.
We will come back, for sure!!",Dar Ayniwen Hotel,Hotel,Marrakech
A magical stay!,"We have just spent 4 nights in this intimate hotel nestled in a magnificent green setting conducive to rest and serenity.

The suite is very pleasant, tastefully decorated, the service impeccable, thanks to Aziz for this valuable advice and the table in the evening a delight!

High quality hotel expertise.

We will come back, that’s undeniable.",Dar Ayniwen Hotel,Hotel,Marrakech
Relaxing paradise,"This hotel is absolutely breathtaking. It exceeded our expectations for a peaceful getaway. The entire hotel is surrounded by gardens that you can explore, a beautiful pool and main house but to be honest for us the highlight was the staff and the chef!!! The food here was incredible!! If you’re looking for a more private getaway right outside of the city this is the place. There were also drivers available to be arranged at all times to go into the city or anywhere which was perfect for us. Aziz also made sure to give us all the best recommendations!!! Thank you again for such an incredible stay! ",Dar Ayniwen Hotel,Hotel,Marrakech
"convenient 1 km from the square , if you arrive late at night , do not be scared -","We arrived in Marrakech around midnight and I have to say that passing through the dirty, smoky alleys with strange people, the first approach was not the best. The riad is not exactly luxury and the area not really Dubai Marina:-) .BUT, never be fooled by the first impression. the next day with the sun and clean alleys looked better and with time we enjoyed the place than the people. The Moroccans, I must say, are very hospitable and not intrusive, I really liked them, and they are not the ones who come here to criminalize, it is good that you can not consume alcohol, otherwise there would be 200 accidents an hour seen how they run with mopeds through the alleys. That said, the riad has a good service, great breakfast the rooms are appreciable, not really new and perfect, but you always have to consider the cost and where we are. Would I go back? Yeah, maybe I'd try alternatives.",Riad Ben Tachfine,Hotel,Marrakech
A place to meet,The place allows you to fully grasp the spirit of Marrakech. Ahmed and Achraf are hosts of rare kindness and helpfulness. The structure is charming and quiet. Good quality breakfast. I suggest trying the Hammam experience,Riad Ben Tachfine,Hotel,Marrakech
An oasis of calm away from the bustling streets of Marrakech's Medina,"From Ahamed first meeting our Taxi on the street, to his welcoming Mint Tea, to his farewell, we felt well looked after by him and the team at Riad Ben Tachfine.
Easy to get to by taxi or bus followed by a short walk the Riad is set within a warren of alleys just off a bustling market street in the Medina.
It maybe cliché however it was truly an oasis of calm away from the bustling streets. Set on 3 levels it comprises 6 rooms and all appeared to be decorated in the local fashion with local furniture. Ours was spacious enough and there were plenty of other areas, within the riad, that could be utilised to sit and read or chat. The one we utilised the most was the roof terrace and ‘crows nest’ above.
The breakfast was predominately bread based, in a variety of forms along with an omelette and juice, which we devoured each morning. An evening menu was available however would need to be ordered in advance.
We decided to book the ‘in house’ Hammam and again were not disappointed with the experience
The staff were available 24 / 7 and we were always met with a smile no matter the time, or the request. Nothing was too much trouble, from the advice offered to the service received and we felt well looked after during our stay.
We would highly recommend Riad Ben Tachfine. A great location offering a quiet and relaxing place to stay after experiencing the hectic streets of Marrakech, with a welcoming and informative host!",Riad Ben Tachfine,Hotel,Marrakech
A lovely stay and great location,"A great location. Walls are very thin so you hear everything and especially when people sit up in the riad or it’s windy and the roof covering is being blown over. If you’re a light sleeper you could find this hard. The host was wonderful and very caring and gave us great advice and tips and took time to go through everything with us. Room was clean, though the hairdryer provided blew the electricity and we didn’t get it back for a while! Plenty of hot water and the breakfast is a good start to the day, but a bit of fruit would be nice with it. It’s a very useful stay when you want to be close to everything and we felt very safe walking around the area at any time of day or night.",Riad Ben Tachfine,Hotel,Marrakech
Enchanted parenthesis,"We spent a weekend with friends.
It was an enchanted parenthesis. We were made so welcome. Everything was perfect. Massages, meals, breakfast, decoration...
Our hosts took great care of us.
We had a heavy heart to leave... but we will come back, for sure...",Riad Ben Tachfine,Hotel,Marrakech
A Hidden Gem,"The Riad is beautiful and well
appointed. Our room was clean and comfortable and it was lovely to take breakfast each morning on the open air terrace. We also enjoyed a delicious traditional meal on our first night. The staff - Muhammad, Mehmet and Asharaf and the rest of the team were exceptional and simply couldn't do enough for us - providing safety advice and tourist guidance as well as organising transfer to and from the airport. They are a great example of the graciousness and welcoming nature of the Moroccan people.

The Riad is deep in the alleyways
behind the souks and it can be daunting coming back at night in the dark. But the staff are in hand to provide advice and conducted us from our transfer taxi in our first night. We personally did not experience any problems on our way to and from the Riad at any time.",Riad Ben Tachfine,Hotel,Marrakech
Oasis In The “Desert” Of Marrakech,"Riad located in the food souk area in the ""upper part"" of the medina (15 minutes from Jemaa El Fna square) in a strategic position to visit Marrakech but at the same time far from the chaos and noise of the city;
The staff is superb, Ashraf's welcome and his availability in advising us where to go and giving us all the necessary recommendations every time we ventured to Marrakech was like that of a ""family man"" and made us feel right from the start. first minute as if we were at home within a family.
The riad is clean and well organised, the rooms are welcoming and have everything you need to have a pleasant stay; The kitchen offers typical Moroccan dishes and I must say after trying it a couple of evenings that it proved to be very good with the quality of the fresh and excellent quality raw materials.
Hygiene and cleanliness are higher than Moroccan standards.
Excellent value for money.
Thanks to Ashraf and the other collaborators for ""hosting"" us and making our trip to Morocco an even more beautiful experience.",Riad Ben Tachfine,Hotel,Marrakech
Horrible/terrible location but the riad itself is 10/10,"Okay so imma break into 2 the riad is 10/10 lovely ppl that work there very accommodating, excellent customer service. The riad itself is nice but it’s old so my shower and sink kept clogging. Stunning rooms and amazing breakfast however the location is terrible it’s behind the market and it’s an alleyway so at nighttime if you are just female travellers it’s very scary and the men kept starting and cat calling us at times. I didn’t feel comfortable at this location. We stayed in some nights because we didn’t want to walk through the alleyways at 2am 3am or 4am in the morning. The only way to get to this riad is through the alleyways the taxi can only drop you on the main road than you have walk 3-5 minutes down the market and alleyways to get to the riad, not to mention market smells so bad, they sell anything from fish/meat/clothes so you end up taking all that back to the riad. I didn’t feel like I was on holiday so we moved places after 2 nights. The riad itself is good vibes I loved it there but I don’t want to feel like a prisoner on holiday due to the location so we dipped. Didn’t get refund or even 30% back even though we stayed 2 night out of 7 nights. I was not happy with that at all.",Riad Ben Tachfine,Hotel,Marrakech
Not recommended!,"Not recommended!
We booked because the comments were good. I cannot understand it. We arrived in the night at 22.00.
Tha taxi driver asked them to come some meters to pick us up, but they didn t do it. No light on the street, we found finally the riad, the location is in a very poor primitive area, very dirty, lot a sick cats (with crying small baby s), not a pleasant experience to walk to the place. At night it’s very unsafe with beggars on the street. 
Inside, not clean (as my husband want to take a shower, the drainage was not working, a lot of hair floated on the water).
At breakfast on the day, were 2 tables, one was sitting the ownerfamily and at the second one a gast. The another gast was standig up to give us the table. My chair was broken, as the owner saw it, he gived me his chair, and told me, that he makes allways good things 😂.
So.., ( even if we already paid  for the 6 nights) we took the luggages and changed the riad. 
So, this was our experience...",Riad Ben Tachfine,Hotel,Marrakech
Lovely riad and lovely service,Myself and my family stayed here and had a lovely nights stay. We were welcomed by Ibrihim who helped us with our bags. Malika cooked us an amazing dinner and we also had a lovely breakfast. Great service,Riad Ben Tachfine,Hotel,Marrakech
Brilliant hotel,"We just got back and it was an amazing experience. I have never felt safer in a hotel. The hotel deserves its 5stars rating, it is beautifully done, luxurious and extremely clean. Our room was stunning, the pool always had loungers available, food was brilliant and staff were very friendly. The easiest 5star review ever!",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Amazing Amazing experience!,"This was my second visit to the Be Live Collection Adults Only Resort, and it somehow managed to surpass my already high expectations from the first time. I had an incredible trip with my friends, and much of that was thanks to the exceptional staff who made our stay truly memorable.

A special thank you goes to Manager Mouhia and Kaoutar from Public Relations. Their warm, helpful approach made a real difference. Kaoutar, in particular, went above and beyond—when we had trouble reaching our external transfer company, she took it upon herself to track them down and ensure everything was sorted. Her dedication and professionalism were outstanding.

The indoor bar staff were also fantastic, especially the evening shift manager, who made every evening feel special. I’d also like to give a heartfelt shoutout to Momo from the pool team, who consistently went the extra mile to make our swimming experience enjoyable and relaxing.

Overall, the service at Be Live was exceptional across the board. I’ve stayed at other five-star resorts in places like Dubai, Turkey, and Qatar, but none have matched the level of care and hospitality I experienced here. We’re already planning our next visit!",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Amazing Place and Experience,"The experience here was amazing, truly brilliant and worth a visit to stay. Madame Mounia, the Quality Manager is an outstanding manager. She is so welcoming, approachable, lovely and caring. She treated us like family and not just guest. She was always smilimg, asking us if we were ok and if we need help. That is something you want when you go on holiday, to feel welcomed and loved.

She has an amazing team who are really friendly and always serve with a smile.kaoutar and ghizlane ard the best.",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Fantastic Holiday Vibes,"The daytime entertainment was absolutely fantastic! There were so many fun activities around the pool like water polo, ping-pong, and darts , we were never bored. A huge thank you to Mo for his incredible energy and talent. He made every moment so enjoyable and truly turned our holiday into an unforgettable experience.",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
A memorable holiday,"This hotel was spotlessly clean and the staff were very friendly and went out of their way to help you. We stopped in the swim up room which was a godsend in the 40+ degree temperatures. We had an iron and board, tv with a couple of English channels on, tea and coffee making facilities, bathrobes and slippers, free safe and a fridge which was stocked daily with little milk cups and a 2lt bottle of water daily. The wifi was excellent (they were having issues with WiFi externally) and the air con was great. We loved the large shower too. We had little ammeties in the bathroom. A couple of minor letdown were the bees around the snackbar and the lack of speed getting served  and the food was a little limited also. Having said that it was tasty 😋 but if your a picky eater you will struggle with the choice. Thank you for a wonderful holiday to all the staff there 😀 ps we named the little kitten Tiger 😀",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
4 star,"Arrived and greeted with Moroccan tea . Porter took our bags . We had a swim up room very spacious and clean beds very comfy . Son had a sole room and it was fabulous for him . Mini fridge in room which was stocked up each day with one large bottle of water . Iron and ironing board in swim up room which. Safe which was free to use . Our air conditioning wasn’t great whereas as sons was really good . We had a bath and shower but could only use the bath water if we filled it up with the shower head . TV didn’t have many English channels apart from 2 . 2 pools one quiet with swim up bar , this pool is lovely but does need a little tlc . The guests spoil it sometime as they leave empty glasses all round the pool side and this attracts the bees which are everywhere as it is . The louder pool was actually cleaner looking but I do not put this down to staff but to the guests returning the glasses . Bees are a problem around the snack bar area especially and my husband was stung . I don’t know if there were epi pens if he had a reaction but I’m glad we didn’t need to find out . Restaurant food is plentiful and so much choice I really don’t understand people saying there isn’t choice . Staff all pleasant especially zizu in lobby bar and the 2 ladies on the snack bar . We had new bath towels everyday and new dressing gowns too . The pool staff are attentive and if they see you struggling with the umbrellas they help straight away . The entertainment team work hard but we don’t get involved as our holidays are for relaxing we do enough at home ! One thing is that you can only have 2 drinks at a time so you have to make journeys together if you want to get drinks for all family and there was always a queue . This was my big gripe as I saw some staff giving the holiday makers 4 at a time then refusing the next person . This happened on our last day but one when one guest asked for 4 drinks and as refused then sad they had been there 12 days already and they had never refused before she got her 4 drinks but I only had 2 . This is where it needs to be consistent and fair to all . The gardens are kept immaculate and the garden team work extremely hard and probably don’t get the credit they deserve . Evening entertainment was ok nothing special but sitting in the lovely lobby bar was very nice . There is a resident hotel cat and another 2 cats on hotel grounds one being a small kitten . I grew very attached to the kitten and I really hope that the hotel staff look after them . I did feed them every day . I would definitely go back . What i would change is have more sport on in sports bar, get more staff to help on the snack bar, try to reduce the amount of bees, allow the guests to have more than 2 drinks per visit to bar or bigger glasses . Introduce sparkling wine, more up to date entertainment on evening and rota every 2 weeks and a better toaster in the main restaurant. Big big shout out to the pasta station the food was incredible. All in all we had a fab 2 weeks holiday . Thank you",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
The wonderful team and fantastic holiday,"The entertainment team was brilliant always smiling and friendly 
The daytime activities fantastic I like darts, archery, belly dancing, salsa and beer pong 
In Saturday pool party is wonderful 
Thanks for all the Team specially Emma see you next time ",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Chilled Games and Good Mood,"The entertainment was just perfect. Fun little games like darts and pétanque kept the mood light and happy. Nothing forced, just pure good vibes. We didn’t join everything but still felt included and part of the fun. It made our days better without needing to plan anything. Really good job to the team.",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Best holiday,"2nd time to the hotel. The animation team really make this hotel 5/5. We will definitely return for a 3rd visit. Jiji, chinwi,pitshu,smily,fairouz are the most beautiful kind people and really make the stay exceptional. We have had the best time as a family",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Superb stay!!!,"We spent 2 weeks EN July beautiful, in this wonderful hotel; very kind and very helpful staff; special mention to RAJAA who greeted us at every meal with smile, kindness and always showed DE kindness to us; big thank you to BOUCHARA who amazed us with beautiful decorations in our room. 
Thank you to all the staff and see you soon!!!!
Chris and Dom",Be Live Collection Marrakech Adults Only,Hotel,Marrakech
Unforgettable honeymoon with great food and amazing staff!,"We had a fantastic honeymoon here. If you're looking for an all-inclusive right in the middle of a city, this is the place to go. You'll be pampered by all the staff, fun activities are organized, the food is amazing, and the staff are incredibly friendly.

And if you want the best cocktails, make sure to visit Hamza and Abderahmane. Wow, such great guys and their cocktails are truly the best in the resort!

Thank you to everyone at TUI Medina Gardens for an unforgettable week.",TUI BLUE Medina Gardens,Hotel,Marrakech
Shocking decline in the space of 12 months,"We came back to Medina gardens for the second year in a row, having had such an amazing time last year. The 2 experiences couldn’t have been further apart. 

The air conditioning in the room was all but useless, even after having it on all night the temperate was still 21-22 degrees, with 40 degree plus heat outside it was extremely uncomfortable and difficult to sleep. We spoke to reception, someone came to clean the filter, which was absolutely filthy, but it made no difference. 

We purchased day beds so we could have some shade. On the Sunday, the beds by the main pool were all booked so we booked a bed by the relax pool. When we got to the bed, not only was it completely broken but there were no cushions on it. The bed was broken in the middle so both sides tilted towards the middle, the back section was completely broken off so we had nothing to lean up against. When we spoke to the lifeguard and asked for some cushions, he told us they were in the laundry. 

Upon check out we told the receptionist we didn’t use the bed on Sunday and asked them to remove it. I then had to wait over 30 mins on our last day for the manager to seek out the lifeguard and ask him. She then came back and told me they could not remove it from my charge as we didn’t let them know on the day and that it had already been charged to my room. We had booked a bed for the final day, so I asked if that could be refunded, the manager agreed, I paid the bill. 

Twenty minutes later the same manager came out to the pool to our bed and told me we had to pay for the bed! I refused. 

Service in the main restaurant was slow and poor, as was the food. 

We paid for a jacuzzi for our balcony; hardly any of the jets worked, the plastic surround was tatty and dirty, we only used it once. 

The WiFi was shocking. At least 50% of our stay we had none. It kept going in and out which was frustrating when you’re trying to listen to music or an audiobook by the pool. 

The resort wreaks of cost cutting and is no longer a premium facility. 

The only positive was the service of the guys making cocktails in ‘the bar’ they were brilliant, so friendly and excellent service. 

Needless to say we will not be returning next year.",TUI BLUE Medina Gardens,Hotel,Marrakech
"Beautiful, clean, friendly hotel.",Third time here but first time during Summer as usually come for New Year's Eve. Staff are friendly and helpful. They really do want you to enjoy your time. Food is excellent with great selection and very fresh. I did email hotel 3 times over a 4 month period before arriving in order to request room upgrade but never had response. Our room experience has got worse each time we come here.  Another thing to note is we asked for late check out and paid for this but was only given one option till 6pm. When looking on app we saw we could have checked out 2 hours earlier (which fitted with our flight) and it would have been cheaper. We did tell reception and they apologised. Entertainment staff seem to be enjoying themselves but could have done more to involve people during Entertainment nights. We feel this was much better at new year.  There is unfortunately the same age old issue of the reserving sunbeds at crack of dawn which is a pain and have seen this done so much better at other hotels with app reservations etc. The one morning that the sunbed policy was followed through was much better to avoid the sunbed hoggers who leave the towel and disappear back to bed etc.  Overall this is a beautiful hotel with very hard working friendly staff and we will most likely return again in the future.,TUI BLUE Medina Gardens,Hotel,Marrakech
An amazing two weeks away.,"Just back from our fourth stay here and it just gets better each year. 
Hotel is in a perfect position for exploring the souks and riads and a very short taxi ride to some of Marrakech’s best spots such as plus61 restaurant or Al Fassia Aguedal. 

We knew that there had been a change of manager this year and with that some staff changes, so wondered if it would have the same family ran feeling, but there were no issues at all. In fact the whole team were incredible. 
From Chef Said and his hard working squad delivering amazing quality hotel food (wait til you see the desserts!) to Aazzedine and Fatima 🥰 looking after us superbly. They have all been here years now and are an example to all in terms of service, politeness and friendliness. 
I swam every morning and called in to the restaurant for a coffee before going back to the room and the daily greeting from Abdullah is worth coming back here alone. Top top guy. 
Moroccan hospitality takes some beating, and this goes for outside of the hotel environment too, but if this hotel lacks in any 5star refinery then it’s made up for in spades by the people. 
From the warm welcome by Abir, Chawki and the management team after a late arrival, to the great service by the pool bar squad including Abdulwahid and Reda, topped off by the best bar staff in the city in Ahmed, Mohamed and Omar. 
There have been changes to the nightly entertainment, not something we’re huge on, but definitely better, and overall lots of little improvements around the whole hotel which are noticeable. There are even a peacock and hen wandering the superbly kept gardens now, which is a strange sight at first but really adds to the character of the place. 
Padel courts, a heated quiet pool for laps and a great gym keeps you in cake credit (you’ll need it), but if you just want to come away to switch off, enjoy some glorious uninterrupted sunshine with only a 15 minute airport transfer then this is the spot. ( RAK airport was great this year too, so it looks like they have addressed the queuing complaints)
There are so many amazing places to visit in the city and using Medina Gardens as a base is perfect. 
Trips to the secret garden, El Fenn, Kabana, Nobu are all within walking distance and Majorelle area with shops and museums is a 5 minute taxi trip.  Just beware of using InDrive as an uber alternative. Some of the drivers are lunatics! Better to pay the local taxis a bit more for a safer, more enjoyable trip. 
Not sure there’s much more to add and sorry if I’ve missed anyone out but I’m really struggling to think of anything negative to say. 
I miss lazing in the pool with the city sounds and the call to prayer floating over the garden walls. 
My wife and I will definitely be returning a fifth time.",TUI BLUE Medina Gardens,Hotel,Marrakech
Another Excellent Stay,"This hotel is serene relaxing and stress free with immaculate grounds comfortable and clean rooms and beautiful sunshine. The hotel is in a great location to explore Marrakech.
My husband and I have recently returned from our third visit to Medina Gardens and it continues to amaze me how in the middle of a city the beautiful gardens and the hotel are so peaceful and relaxing. Both pools are of a temperature that you can get straight in and swim and are of a size that they do not get overcrowded.
The restaurant serves a variety of different foods and they are not the same every night as there are different themes.  The head chef Said serves up delectable delights every night and would give Gordon Ramsey a run for his money.
All the staff are amazing and cannot do enough for you to make your stay memorable.  The pool bar staff led by Mustafa and assisted by cheeky boy Reda, Bada and Omar are contantly walking around the hotel grounds with drinks for the guests and they also remember your favourite tipple.  The restaurant servers Fatima and Armin are quick to fill your drinks glass and clear your table and are friendly polite and professional and nothing is too much trouble for them. Abdula the restaurant cleaner is constantly on the go keeping the restaurant clean and hygeinic.  The restaurant manager Chawki who is new to the hotel and had only joined the staff 2 days before we arrived goes above and beyond with his excellent hospitality. The reception I only visited to change currency and the staff member Moad was extreamly helpful and engaging.
The Tui rep Zenib is very knowledly if you have any questions about places to visit and she does not just sell trips if they are not  suitable and she is always on site at the time her notice states.  And last but not least the owner of the hotel Hassan who also comes on site most days and speaks to the quests to make sure eveything is going well.  The hotel has 24 hour security and the head guard Hassan keeps everyone safe.
I have travelled to many countries and only once in Thailand returned to the same hotel, but for a short flight, a beautiful hotel and grounds, relaxation, excellent food, amazing staff this for me is a hotel I can visit time and time again. We will be back for a forth visit",TUI BLUE Medina Gardens,Hotel,Marrakech
Good Stay At TUI BLUE Medina Gardens,"My wife & I have just returned from a two week stay at TUI BLUE Medina Gardens. Flying time was three hours five minutes from Bristol and Transfer time to the hotel was twenty minutes or so. We arrived at 21:30 but the restaurant remained open for our evening meal. During check-in you are fitted with your AI wristband.
 
We booked a jacuzzi room and were shown to room 2004.  The bed was large and comfortable - air conditioning worked well and was not noisy. Sleep quality was good although we heard loud music 01:20 one morning but didn't know the source.  Room servicing by the household staff was excellent!    I requested extra coat hangers via the Tui blue app - you can make maintenance and housekeeping requests via the app.
 
Wi-Fi - this was free and good within the hotel buildings but was patchy in the garden area.

Money exchange - change your GB pounds to Dirams in reception - we got and exchange rate of 11.8 to the pound. Don't take Dirams home - it's a closed currency. There is a charity box at the airport .

Pools - we used the quiet pool or the surrounding garden area during our our stay as the main pool was loud and busy.  Reserving of sunbeds is supposed to be against the rules but everyone did it.   Depth was 1.5M all areas .Get pool towels from the towel hut with your blue card.  Towels can be well used but are okay.

There is no drinks service at the quiet pool - you need to walk to the main pool bar for drinks or coffee. Nearest toilets were behind the Culinarium restaurant.

Food - we booked one evening meal at the Culinarium via the Tui Blue App - It wouldn't let us book again during our second week as it says one booking only via the app. We found the Culinarium okay but didn't worry about visiting again as we thought the main restaurant was much better for variety. We didn't use the Culinarium lunchtime for the same reason.

The Restaurant is the main place we ate all our meals - Breakfast was very good for choice with live cooking stations for eggs / omelettes etc. Staff were quick to serve Tea or coffee and clearing the used plates . Juices and various fruits available.

Evening meals at The Restaurant are themed - International , Moroccan,  Indian and seafood to name a few. No dress code is in operation here. Choices again are wide and varied. Fish was always available usually at the live cooking stations- The tagines were always worth a look as they contained meats , fish or vegetables cooked with preserved lemons.   Staff serving wines and water were prompt to ask you what you wanted to drink - All the wines including red, rose ,white and Prosecco were very drinkable.  Bottled or draught beer was good too. There was live music, violin and Moroccan, here some evenings too which was nice to listen to as you ate your meal.

Bar - the main bar and the Piano bar are nice and air conditioned, ( lovely when outside it was 40 degrees) although the piano person only appeared a couple of times a week we really enjoyed listening to him .  Service was good here as were the gin & tonics. AI Cocktails are available - the Pina coladas were very nice.

Entertainment - some nights a quiz or musical bingo was available at 21:00 before the main show at 21:45 in the fountain bar. These acts were mostly good. Bar service was ok. Shows include Moroccan show, live music or live act with belly dancers with fire!

Tours - we booked the 09:30 half day historical tour costing approx £30 each - this included a guide and coach - we visited the mosque you see and hear from the hotel (not inside) - we were then taken to the rear of our hotel (dropped behind the wall at the back of the Padel court to continue on foot)  We then walked through the arch across the road to enter the souks (no stopping to look at the stalls)  to visit  Medersa Ben Youssef Marrakech, a historic Islamic school located in the heart of Marrakech and the Bahia Palace. We walked 5.1 miles in total in the heat of Marrakech, so would not recommend if you have mobility issues.  The coach returned us at 12:30 approx - value 5/10.

Checkout - our hotel pick-up was 17:35  - we asked for a late checkout and this was granted at no cost.  

 There are tip boxes in in reception to tip the various departments.
 
We enjoyed our stay at TUI BLUE Medina Gardens and would recommend it as a destination for your stay.

I hope you find my review helpful!",TUI BLUE Medina Gardens,Hotel,Marrakech
