city,place name,note,review title,positive_text,negative_text
Fes,"Riad Old City Palace
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Tous est magnifique le personnel aussi.
Un grand merci à Badia et aussi à Younes .",
Fes,"Riad Old City Palace
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Le personnel est super gentil et très accueillant. Les enfants ont adoré la piscine.,On est resté 6 jours.  Le ménage de la chambre est fait uniquement à la demande. La salle de bain est petite pour une famille de 5 personnes.
Fes,"Riad Old City Palace
Une nouvelle fenêtre va s'ouvrir", 10,Super.,"C'était un séjour très agréable. 
Le riad est bien situé, à l'intérieur même de la médina. Il présente un charme exceptionnel 
et une décoration splendide très représentative de l'architecture marocaine ainsi que les chambres. 
Le petit déjeuner était bon.
La piscine à fait le bonheur des enfants. 
L'accueil était chaleureuse. 
Le personnel très sympathique,  à l'écoute et aux petits soins. 
Un grand MERCI à Badiha et à toute l'équipe qui étaient au TOP ! 
Je recommande.",Rien.
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",Établissement propre avec staff acceuillant et bien situé.,"Nous avons séjournée 1 nuit, l'hotel était comme attendu calme, propre et au milieu du centre Fes. 
Le personnel était acceuillant, professionnel et souriant.","Le petit dejeuner était bon et varié. Seul petite remarque, la soupe marocaine (harira) pas bonne du tout. Il faut faire attention à ce genre de détail qui nuit à la gastronomie marocaine. 

La piscine est à rénover. Petite certe mais avec une renovation ca peut rajouter du charme à l'hotel et donner l'envie d'uune baignade :)

Enfin, personne ne m'a informé à mon arrivé que le parking est payant 40dh/jour. Je le découvre au check out."
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Le surclassement !,Parking payant.
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 9,0",Moderne et très propre en plein centre ville.,"Établissement rénové les chambres sont toutes neuves, grandes, excellente literie. Celles donnant sur la piscine sont calmes. Parking sous sol appréciable lors des fortes chaleurs a
vec ascenseur direct.",Petite piscine. Et le prix trop élevé du petit déjeuner donc nous ne l’avons pas pris ( surtout que de nombreux cafés proposent à côté des formules petit déjeuner imbattables)
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Gentillesse du personnel,Parking payant
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"L’emplacement, confort , propreté",Picine trop petite et sall
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",hotel de passage,"J’ai aimé l’emplacement et la qualité du service et du personnel. Néanmoins je trouve que le rapport qualité prix légèrement élevé dans la mesure où le petit déjeuner n’était pas inclus et qu’il coûtait très très cher. La restauration en général est cher, même si je la trouve relativement bien.","prix restauration.
interdiction d’utiliser la piscine à partir de 19 heures. Il faisait 40° à 20h."
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Chambre confortable 
Disponibilité",Le Personnel à l’accueil n’est pas accueillant
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"L’emplacement, le personnel agréable",
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Emplacement, personnel, service, équipements...",RAS
Fes,"Barceló Fès Medina
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bon séjour,"Très bon séjour.
L'hôtel est bien situé, en centre ville et près du shopping mall.
Le personnel est très serviable et le service est bon.
Bon petit déjeuner et varié.
La chambre est spacieuse.",L'espace piscine mériterait un rafraîchissement.
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir"," 8,0",excellent,le tout.,
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Le personnel, les bâtiments, la chambre, la salle de bain.",Le petit déjeuner
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir", 10,Parfait,"Nous ne sommes restés que très peu de temps car notre avion arrivait à minuit et nous sommes repartis par le train pour 10h. Mais tout a été parfait, le riad avait organisé la venue du chauffeur qui était là à l’heure et nous a contacté via WhatsApp à l’aéroport, nous avons également eu un chauffeur le lendemain matin pour aller à la gare. Le personnel était aux  petits soins. Un grand merci à toute l’équipe et notamment Hind qui a tout organisé.",Rien tout était très bien
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir", 10,Très bien,"Le personnel est au petits soins pour vous, d’une très grande gentillesse et très professionnel. Un grand merci à Zachariah pour nous avoir autant facilité notre séjour ainsi qu’au gérant qui étaient formidables.",
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir"," 8,0","Les fondamentaux sont là, dans un riad joli et bien placé.","Le riad est très beau et fort bien placé, à la fois proche de la sortie de la médina et de la zone la plus touristique de celle-ci. Grande chambre triple spacieuse, ambiance cozy, belle décoration, beaux éléments d'architecture traditionnel.","Literie trop dure, comme souvent au Maroc. Il y a une machine à café Senseo dans la chambre, mais sans prise pour la brancher, et avec une seule capsule offerte dans une chambre triple (sachant par ailleurs qu'on n'en trouve pas dans la médina !).
Petit-déjeuner décevant oar rapport à ce dont on est habitué au Maroc."
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Location centrale, nous avons été très bien reçus et reviendrons certainement si nous sommes de passage à Fes",
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir"," 8,0",Agréable,Le cadre et la situation par rapport à la médina,Rien de particulier
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Le Riad est propre et joli le personnel très gentil et la nourriture très bonne,
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir"," 9,0",Exceptionnel et depaysant,"Tout le lieu le personnel au petit soin la proximité de la medina le hammam traditionnel l odeur de fleur d oranger la gentillesse du personnel  un grand merci à  Anas, Hind  Happy et Souad",Rien
Fes,"Riad Al Makan Fes & Spa
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"L’emplacement proche de tout, le personnel très gentil et à l’écoute.",Ras
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Endroit bien placé, pas loin de la médina et de toute commodité.
Hamid et Said étaient là pour notre services 24h/24, merci à eux.
Les propriétaires mettent un point d’honneur sur l’hygiène et le bien être de ses clients. Il m’a même accueillis alors que j’étais bien en avance et que ma chambre n’était pas prête, merci à lui.
Les chambre géniale et bien équipée ( TV, Clim, produit pour se doucher dans la salle de bain et 2 serviettes par personnes, c’est rare). Dame de ménage exceptionnel, merci à elle.
Le lit de 2m de large et la qualité du matelas est géniale.
Quand à la piscine, parfaite pour se rafraîchir et la nuit elle est même éclairée.
Le petit dej copieux et délicieux.
Honnêtement je recommande sans réfléchir, vous serez ravis.","Honnêtement rien, je recommande fortement ."
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,Impeccable,"La convivialité du personnel, le petit déjeuner fait maison ,le décor  qui reflète l'esprit de la ville authentique de Fes .",
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Propre et confortable,
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"La propreté, le prix, le déjeuner, la piscine 
Le service impeccable par les deux jeunes","Rien , tout est ds le vert"
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Personnel au top, Serviabilité, gentillesse, disponibilité et professionnalisme, décoration au goût typiquement marocaine fassi, on se sent vraiment chez soi, petit déjeuner correct. Piscine à dimensions acceptable pour se rafraîchir durant cette période de chaleur.
Merci",De ne pas rester une nuit supplémentaire
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Tre tre bo riad    super accueillant tout nickels,
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,Riad à refaire.,"Nous nous sommes sentis en famille . L’accueil était incroyable! Le personnel était à l’écoute, serviable . Nous sommes repartis avec de beaux souvenirs . Une excellente découverte que nous conseillons vivement.",
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Le service et l'accueil,Rien
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Excellent emplacement au calme, chambres très belles, bien décorées excellente literie. Petit dej très bien",Rien
Fes,"Riad Les Champs De Fès
Une nouvelle fenêtre va s'ouvrir", 10,"Excellent accueil, rapport qualité prix imbattable","Excellent emplacement au calme, accueil top !
Petit déjeuner très sympa, donc au final rapport qualité prix imbattable. Literie très agréable on dort bien",Rien tout était bien
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Faut penser a améliorer la qualité de petit déjeuner,  par exemple ajouré l option oumlettes , dattes, fromage , charcuterie et améliorer la qualité des voenoiserie , 
Une autre remarque pense e peindre la terrasse 
A part ça tout est génial",
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très Bien dans l ensemble,"Personnel gentil, chambre confortable et propre","Petit dej à améliorer, prévoir quelques équipements au niveau de la chambre comme le séchoir"
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 9,0",Bon séjour,"Emplacement, propreté, le petit déjeuner,",Rien
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 8,0",Bon hôtel,"Hôtel près de la gare et d'une station de taxis.
Lits confortables, chambre bien équipée et personnel sympathique.",Le même petit-déjeuner tous les matins...
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Chambre agréable la climatisation très bien bien équipée petit déjeuner bien personnel gentil,Ras
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Impeccable 👍,Rien
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très chouette hôtel pour une étape,"L'hôtel est très propre et situé à proximité du centre commercial (15 min à pied) ainsi que de nombreux restaurants. 
Nous avons pu prendre possession de notre chambre avant l'heure d'arrivée présumée. 
La chambre est spacieuse, propre et dotée de la climatisation.
Nous avons dû partir à 3h00 du matin pour nous rendre à l'aéroport et le personnel nous avait gentiment préparé notre déjeuner à emporter.",/
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 9,0",Très bon séjour je recommande,"La propreté
La gentillesse du personnel
Le petit déjeuner 
L’emplacement
La clim",T’as
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,L'hôtel nous a organisé le taxi de l'aéroport,
Fes,"Hôtel Royal Urban Concept
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Propreté et petit déjeuner,"L'isolation car un groupe de résident faisait du bruit tardivement, le veilleur est intervenu efficacement."
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Nous avons été accueilli avec gentillesse et grande bienveillance.
Le riad est plein de charme, le bassin frais est un réel plaisir après une longue  balade. Tout le personnel est aux petits soins! Allez y les yeux fermés.",RIEN
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Riad parfait pour séjour détente. Entre la décoration raffinée et le personnel plus que adorable et au petits soins, vraiment rien à dire. 

Merci beaucoup pour cette expérience très agréable.
Je recommande vivement.",
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,SUPER SEJOUR AU RIAD RCIF ALIF,"Super RIAD- SUPER petit déjeuné ils sont vraiment aux petits soins calme et échange agréable avec le personnel. 
Merci pour tout à LAHCEN ET BRAHIM (accueil, service, sourire...).  
Merci au directeur NORDINE qui a toujours été présent pour nos demandes (guide, prolongement du séjour ect...)",ras
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Magnifique riad, décoration superbe. Personnel serviable et efficace. Repas très agréables avec vue sur la médina depuis la terrasse.",
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Riad spectaculaire.,"Riad exceptionnelle, avec du personnel très attentionné. Bien situé pour visiter la médina, offrant un déjeuner de qualité. Nous avons adoré notre séjour. Merci à Noor et tout son personnel.",
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Le lieu est juste incroyable, 1 ère expérience pour ma mère et moi-même dans un riad et c'était juste exceptionnel.
Merci à toute l'équipe, accueillante et hyper serviable !
Les garçons ont été top avec nous, merci à eux :)
La nourriture y est excellente aussi.",
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir"," 8,0",Ambiance princière dans une ville impériale,"Endroit chaleureux, le chambre digne des milles et une nuits , personnel respectueux et aux petits soins. Lahssane Brahim et Aymane Sont très gentils et serviable . Vraiment un séjour agréable en enjoué","Peut-être la salle de bain qui pour ma taille été un peu réduite en hauteur je mesure 1,82 et j’étais obligé de me courber mais sinon rien à dire"
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Splendide Riad au cœur de la Médina,"La splendeur des lieux, la richesse de l’ameublement, la propreté, le PDJ, la gentillesse du personnel. 
Merci à Noor et Salim pour leur professionnalisme !",
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Merveilleux et exceptionnel riad au cœur de la médina,"Beauté et confort du riad ainsi qu'une hospitalité et amabilité du personnel exceptionnelle. Noor et le directeur ont été très attentifs pour organiser les visites, excursions et même pour nous aider à réparer un téléphone portable hors service. Et sans compter du service attentionné, efficace et souriant de Hassan!
Les chambres sont magnifiques, spacieuses et très propres. 
Sans oublier un délicieux petit déjeuner plus qu'abondant et varié chaque jour sur la terrasse du toit avec de belles vues sur la médina
Merci pour ce séjour inoubliable dans ce petit Oasis au cœur de la médina!",Cela peut être parfois difficile au début de s'orienter dans le dédale des rues mais cela fait partie du charme de la médina de Fès!
Fes,"Riad Rcif Alif Suite & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"L accueil,  le professionnalisme,  le sens de l engagement,  la beauté du riad, la piscine,  le roof top. Le restaurant  et mention spéciale pour le personnel.",
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",good place,tout,rien
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Le Riad était beau et propre. Un très bon petit déjeuner, sur la terrasse en face de la piscine.. Au dîner le tajine de poulet était très bon. La chambre de mes 3 enfants était spacieuse. Si je reviens à Fès, je séjournerai de nouveau ici pour un plus long séjour.","L'eau de la piscine était trouble : Il y avait tellement de chlore que les enfants n'arrivaient pas à mettre la tête sous  l'eau. Il n'y a pas de pancarte pour indiquer le riad; c'est grâce à une photo d'un précédent commentaires que nous avons pu reconnaître le riad ( je ne comprends pas pourquoi il n'y a toujours pas de pancarte, alors que cela est mentionné depuis plus de 2 ans dans les avis...) J'ai l'impression que les avis ne sont pas pris en compte.
Un mini-frigo dans les chambres aurait été appréciable, surtout pour avoir de l'eau fraîche."
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"La piscine, la décoration,  le petit déjeuner,  le personnel",Un peu loin du centre de fes (uniquement pour dire qqchose)
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bien,C'est calme,Les prix des repas sont trop cher
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,super jolie riad avec piscine ma fille a bien profité repas sympa hôte super gentil au petit soins je remercie même d'autres personnes  me l'on confirmé sur place. Le petit bémol chambre était pas trop propre si non super je recommande a des amies,Dommage pour ma part riad bien isolé même avec maps sa nous indique pas la même adresse j'ai du prendre plusieurs taxi.
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bien,Une partie du personnel et management à l'écoute,La personne qui nous a accueilli ....mais heureusement le reste du personnel était accueillant.
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 7,0",Bien pour 1 nuit,La déco générale,L’absence de frigo
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,Proche de l'autoroute et du centre de fes,"Petit déjeuner boof, manque une pancarte sur la villa avec le nom de l'établissement, on peut vite se perdre"
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0","Lieu très agréable, séjour de 4 jours","L'accueil est super, tout le personnel est charmant et l'accueil se fait en plusieurs langues.
Les repas sont corrects et servis à l'heure que l'on veut.
La piscine est petite mais parfaite.
C'est un hôtel familial, de petit taille où l'on s'est bien senti mon jeune fils et moi.",Il manque des lampes de chevet dans la chambre double.
Fes,"Riad Les Nuits De Fès
Une nouvelle fenêtre va s'ouvrir"," 8,0",Riyad les nuits de Fes,"En général tout était comme sur les photos. la décoration, les chambres confortables. La gentillesse du gas qui s'est occupé de nous. La piscine.",Frites froides et prix des repas par rapport au restaurants de la ville en général.
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir"," 9,0",Top ryad très bien situé bonne restauration et piscine,"L’emplacement, le roof top et la piscine",Escaliers
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir", 10,Un vrai petit paradis,"Gros coup de cœur pour le Riad Laaroussa ! La piscine est dingue, la déco super belle, et le resto trop bon avec une vue de folie sur Fès. Le staff est adorable, toujours là pour aider. Franchement, je reviendrais à Fès rien que pour ce riad.",
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir", 10,Un séjour magique au Riad Laaroussa,"Un séjour inoubliable au Riad Laaroussa. Le lieu est magnifique, authentique et plein de charme. Notre chambre était spacieuse et décorée avec goût. L’accueil a été exceptionnel. toute l’équipe est chaleureuse, attentionnée et toujours prête à aider. Le petit-déjeuner sur la terrasse était délicieux, et la piscine un vrai moment de détente. Une adresse parfaite pour découvrir Fès dans un cadre paisible et raffiné. Nous reviendrons sans hésiter !",Rien
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Tres beau riad. Le personnel et en particulier Fatima.
Fred, le proprietaire est a l'ecoute des clients. Bon petit dej. Piscine et terrasse bien agreables.",Une de nos chambres manquait vraiment d'aeration.
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"L'emplacement au coeurs de la médina. Le riad est superbe, et très vaste. La vue depuis les terrasses est très impressionnante. Le petit déjeuner est excellent.",Le lit un peu trop mou à mon goût.
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir", 10,Un magnifique endroit à découvrir,"Magnifique Riad décoré avec beaucoup de goût
Équipe professionnelle et chaleureuse
Très calme chambre avec beaucoup de cachet sans excès
Notre meilleure expérience après un périple de 3 semaines au Maroc",
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir", 10,Une merveilleuse adresse à découvrir,"Meilleur Riad de notre séjour de 3 semaines au Maroc. Riad très chic, très chaleureux, très calme bien que situé dans la médina. Décoré avec beaucoup de goût et personnel adorable et très professionnel.",
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,La beauté de ce riad et de sa deco. La magnifique suite spacieuse et très confortable. La superbe piscine.L'accueil chaleureux de tout le personnel.  Le bistrot sur le toit terrasse et l'excellente nourriture.,
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir"," 9,0",Un excellent séjour.,"La localisation est excellente .Un employé attend le client à la sortie de la médina pour se charger des bagages . La direction de l'établissement est bien indiquée dans la médina. 
L'endroit est très bien rénové, les chambres confortables.Coup de cœur pour la chambre bleue. Le restaurant sur la terrasse sert des menus de qualité et offre une belle vue. Personnel très professionnel. 
Il faut emprunter des escaliers assez raides pour accéder aux étages,ce qui est le plus habituel  pour un ryad.",Rien.
Fes,"Riad Laaroussa
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Trés beau riad au coeur de Fez mais trés calme une fois à l'intérieur (Les oiseaux chantent). Nous avons été trés bien accueilli avec son traditionnel thé à la menthe. Le riad est vraiment luxueux et dispose d""un spa. Le petit déjeuner est tres bon. Nous avons diner 1 soir au restaurant et nous nous sommes regalés. Je recommande fortement. Le riad avait réservé pour nous un chauffeur privé pour une viste de volubilis et meknes. Il s'est aussi occupé de nos transferts vers la gare",cela ne m'a pas géné mais les marches du riad sont hautes
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Nous avons très bien été accueillis ! Le personnel est disponible et les horaires d’arrivée flexibles. Les chambres sont très bien et l’établissement est proche de la gare à pieds. Bon rapport qualité prix. C’est un endroit charmant et calme pour se reposer lorsqu’on est de passage. Je vous le recommande !,
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,L'accueil du mr à la réception et son disponibilité,"Absence d'intimité surtout par rapport aux toilettes et douche, il faut mettre un rideau ou séparation opaque sinon tout est bon"
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,C'était très bien passer bon accueil endroit propre et calme,
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,Excellent,C'est la 2eme fois que je reviens le calme le personnel accueillant et la gare est à 5min et on est pas loin de tous les restaurants et commerces,
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Magnifique établissement, on s’y sent super bien ! L’hôte est vraiment très gentil et disponible 24/24. L’emplacement est parfait, proche de tout. Le petit déjeuner dans le café en face est excellent. La déco est travaillé et est super sympa. La femme de ménage est très gentille. Vraiment coup de cœur pour cet endroit",
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Magnifique lieux et super tranquille avec un personnel très sympa,
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,Très bonne adresse pour une nuit reposante,"TOUT !!!
L''accueil d'Abdelhak qui est très gentil.
La chambre est très grande et très propre.
Des bouteilles d'eau fraîche dans le petit frigo, bref je recommande.
Le petit déjeuner dans un café en face de la Gare est délicieux !",RIEN
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Cham,
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir", 10,"Penthouse propre et magnifique, exactement comme sur les photos. Très belle expérience.","Penthouse propre et magnifique, exactement comme sur les photos. Très belle expérience.",
Fes,"Penthouse-fes
Une nouvelle fenêtre va s'ouvrir"," 9,0",Exellent,"Le personnel accueillant, l'ensemble très propre tout est bien décoré la chambre en lui même aussi le calme et la proximité de la gare et des commerces bien situé à refaire",
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Super établissement 
Super propre et super calme",
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir", 10,À refaire,"J’ai particulièrement apprécié la réactivité, la disponibilité et le professionnalisme du propriétaire. Le logement correspondait parfaitement aux photos : propre, bien entretenu et idéalement situé, avec toutes les commodités à proximité. Je recommande vivement cet hôte !",
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Style et design,Climatisation insuffisante
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bien,"Une suite très bien aménagée dans la nouvelle ville. Confortable et moderne, la suite est idéale pour y loger le temps d'un séjour. L'endroit est sécurisé et il y a de la place pour le parking avec une proximité de services.","La suite est équipée mais pourrait mieux l'être avec des petites cuillères et un micro-onde. Du matériel d'entretien serait aussi utile (serpillière, raclette) pour rendre l'appartement propre a la sortie."
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir", 10,Un appartement douillet et spacieux,"Le cadre intérieur de l'appartement : un open space grand, confortable et bien entretenu.",
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Franchement rien à dire très propre bien accueilli 
Mais un peu galère a trouver 
Conseil fortement 
Et super bien équipé 
Et super propre",
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir", 10,Impeccable,Design stylé,Rien
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,"Espace,  lits confortables",
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Maison a la hauteur,
Fes,"Suite Bahiya 19
Une nouvelle fenêtre va s'ouvrir"," 9,0",Fabuleux,Bel appartement moderne,
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Séjour très agréable,"Emplacement parfait à l'entrée de la médina et avec parking.
Personnel au top.
La piscine et la terrasse.","La restauration peut être améliorée. Le rapport qualité/prix n'est pas au top par rapport à ce que l'on trouve facilement dans la médina.
Mais cela dépanne bien et le cadre est très agréable surtout en soirée."
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Super hôtel à Fès ! Je recommande ! Équipe géniale ! Parking sécurisé privé donnant accès directement à l'hôtel par l'arrière. Merci à toute l'équipe pour avoir rendu notre séjour inoubliable. Restaurant de l'hôtel était très bon ! Super petit-déjeuner.,
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir"," 8,0",Très bon séjour,"Hôtel très bien situé dans la médina, personnel très gentil, serviable et disponible et très jolie terrasse avec la piscine.","Holtel un peu désuet, un rafraîchissement dans les chambres serait le bienvenu."
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,L'hôtel est superbe avec sa terrasse exceptionnelle en mosaïque. La piscine est extra avec lz chaleur étouffante de Fes en été. Proximité avec la médina (rue juste derrière) et malgré cela le palais est super calme.,Rien !
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,"Merci, Hassan, pour ce séjour formidable ! Le riad était impeccable et vos attentions nous ont permis de nous sentir comme chez nous. Nous avons apprécié vos réponses rapides et vos recommandations utiles a la prochaine. 🙏🏻",Jus d’orange n’est pas naturel
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir", 10,Exceptionnel,Le personnel l'emplacement et la beauté des lieux sont exceptionnel..merci beaucoup pour votre accueil et gentillesse 🥰,
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir"," 9,0",Formidable expérience en famille,"L’accueil et le service du personnel, la piscine les enfants se sont bien amusés. A proximité de la médina, souk à pied à 1 minute . 
10 minutes du nouveau centre ville en voiture. 
La restauration sur place tout le monde y trouve son compte entre plats marocain et snacking y a l’embarras du choix.",
Fes,"Palais Shazam & SPA
Une nouvelle fenêtre va s'ouvrir"," 8,0","Bon rapport qualité prix, emplacement idéal pour visiter la vieille ville de Fès.","Joli riad avec un patio spacieux très agréable.
Emplacement exceptionnel.
Équipe très agréable, de très bon conseil.
Parking qui jouxte l’hôtel min hyper pratique","Beau cadre mais hôtel un peu dans son jus, gagnerait à être refait et au moins équipé qualitativement notamment la literie qui est très moyenne"
