city,category,place name,review title,review,plateforme
Marrakech,Restaurant,Kui-Zin Médina,Great discovery!,Very nice local Berber with various terraces. Quality buffet dinner and very good! Great value for money! We are back for two consecutive nights!,Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Must-see,"We came to 5 and we discovered a beautiful buffet very fresh and very varied, very professional waiters with their smile mint tea with desserts and blankets because we were cold we recommend this wonderful experience",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Everything beautiful and delicious!,Beautiful typical restaurant with seats both indoors and on the large outdoor terrace. We were there twice in the same holiday and we had dinner both à la carte and buffet .. always all very good and with lots of choice! Very pleasant live music and very kind and attentive customer care staff. You can also book online and pay with your card,Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Great place,"For about £20 per person, you have unlimited food, including a range of classic Moroccan dishes. We loved the orange sticky chicken and the lamb dish. Everything was super tender and fresh with great flavours. The buffet style is quick and easy dinner place. 

The live music added to the relaxing fun atmosphere. 

Staff are very friendly, just be conscious there are a lot of steep steps to get to where the restaurant is. 

Overall we loved it and will be back. One of the best tasting restaurants in marrakech.",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Average restaurant,"The buffet formula without more, small space with bcp of people... Quality of medium dishes.. good service for drinks and excellent musician singer",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Great solution for a restaurant in marrakech,"Beautiful place, very nice and clean. A lot of customers that guarantees freshness of food. Buffet or à la carte proposal. Prices more than fair considering the local and the area. A lot of buffet choice that is renewed every night. The owner and her son speak excellent Italian having lived many years in Italy. Local to recommend . Beautiful panoramic terrace",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Cozy dinner with friends,Dinner at this restaurant offering an 'eat-all-you-can-eat' buffet with good Moroccan cuisine and a rich selection of desserts.,Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,A pleasant experience with responsive service,"Recommended by my cousins living in Morocco, I had the pleasure of discovering the restaurant Kui-Zin during my stay, and I was not disappointed! We had the opportunity to test several meals, and each time, the quality of the food was there. The dishes are tasty and well presented.

The service is also worthy of mention: fast and friendly staff demonstrate professionalism and friendliness, which makes the experience even more enjoyable. Only small downside... a dish was forgotten during our order, but I want to stress that the restaurant reacted very correctly by apologizing and quickly rectifying the mistake.

I definitely recommend the Kui-Zin for its delicious cuisine and efficient service. A beautiful address to have a good time!",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,Top,"2nd time we come to taste this superb buffet... everything is very good and the staff very kind! Real immersion, we recommend!",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,An address not to be missed,"Very pleasant restaurant, very nice staff, nice musical atmosphere, a strong hair maybe. The buffet is super good. Salads are tasty, meat is tender...all on the roof terrace.",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,"Delicious rooftop meals, terrace and cooking classes the next day","It’s simply delicious! We had a very pleasant time on the roof, terrace, the orange lamb is simply exquisite! We also took a small cooking class with Kenza and Amina, at a very pleasant time",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,"Good food, nice terrace, enjoyable lunch","We ate lunch here 1 afternoon.

The Good.

1. The terrace location is very pleasant with shady and sunny tables. Nice views out to the mountains.

2 Service was prompt, friendly, and efficient.

3. The food was very tasty. The chicken brochettes were good, and the pastries for dessert were enjoyable.  Coffees were good.

The Bad.

Nothing really.

Overall

Would definitely recommend for lunch. I see most people go for the buffet, but the daytime menu was also good.",Tripadvisor
Marrakech,Restaurant,Kui-Zin Médina,All you can eat a Marrakech,"Quick dinner all you can Eat. Average food, friendly service. Great for a quick fix in the center.................",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,Best break in Marrakech,A huge thank you to Abdelrahman and Brahim for their warm welcome and impeccable service! Your kindness and professionalism really made a difference. See you soon!,Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,We spent an evening at So Lounge Marrakech and it was the perfect mix of energy,"We spent an evening at So Lounge Marrakech and it was the perfect mix of energy, elegance, and fun. The atmosphere is vibrant but still classy — with a beautiful outdoor area, chic lighting, and a great crowd.

We had dinner first, and the food was delicious — well-presented, with rich flavors and a nice balance between Moroccan and international options. Later in the evening, the music picked up and the live DJ and performances really brought the place to life.

It’s definitely one of those spots where you can start with a relaxed dinner and end up dancing. The staff were professional and made sure we had a great time from start to finish.

If you're looking for a trendy night out in Marrakech with good food, good music, and a fun vibe, So Lounge is a solid choice.",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,amazing nightlife experience,"The atmosphere is the perfect mix of chic and vibrant
 the staff was incredibly friendly and attentive throughout the night. I loved the entertainment too: live musicians, a talented saxophonist, and great DJs that kept the energy high.
Definitely one of the best spots in Marrakech for a classy night out. Highly recommended!!",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,MORE THAN EXCELLENT,"Just went there two nights ago with friends for the first time <3
The staff were so nice and welcoming, and the attention to detail from the bartenders and waiters was AMAZINGGG!
Definitely coming back xoxo",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,Sofitel,A good evening in so lounge thank you very much for all the managers and server Mehdi and said with Oussam a smile memory in Marrakech City,Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,Sofitel,"Wonderful night and a beautiful welcome from the lovely Oussama
 And I will never forget manager mahdi  and said thanks so longue 
Marrakech is burning",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,Sofitel,"Last night it was nice in so lounge 
the service was good by Mr. Oussama and Manager Mehdi&Said 
So the best Marrakech On fire",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,So lounge marrakch,"We had a great time, from the beginning, Abderhman’s service was excellent from beginning to end. Definitely would recommend.",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,An excellent evening,"The service was excellent, the food delicious and the atmosphere romantic and relaxing, with dim light and a warm atmosphere. The waiter was friendly and polite and made excellent recommendations. The food was varied and delicious, and I enjoyed every bite. It was an unforgettable culinary experience and I will return without hesitation.",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,An ideal address for a special evening,"A real gourmet break at SO, where every detail is taken care of:
tasty dishes, elegant presentation, a cozy atmosphere and impeccable service.
Many thanks to Ayoub for his professionalism and kindness throughout the meal.
An address that I highly recommend for a quality culinary experience.",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,Rachid is the best waiter ever!,My experience at So Lounge was incredible. Really nice atmosphere and the crispy sushi was delicious. Our waiter Rachid was sooo good. Very efficient and friendly. I broke my heel and told Rachid and he went to get superglue and fixed it for me. Lovely experience! Highly recommend! And if you get Rachid as your waiter count yourself incredibly lucky!,Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,Racist and violent.,"Very bad experience, racist staff, they called us dirty and monkey, violent, we are beaten (we are girls) because we have to refuse to pay a tip, juice and cocktails very expensive. 
Never again to flee!!!",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,So lounge marrakch,"The So Lounge Marrakech offers an elegant and refined setting where you can relax and enjoy professional service by M abderhmann and sufiyan and brahim and attentive. The attentive and smiling team takes care of every detail to ensure an exceptional experience, whether for an aperitif, a light dinner or just to spend a moment of calm in a luxurious environment.",Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,So lounge marrakch,I visited so lounge Marrakech with my family a very nice experience a professional service by M.abderhman and Brahim and go up I recommend this place a very interesting animation and very pleasant music I want to thank the managers of so lounge SAİD AND MEDHI for their welcome and kindness ❤️❤️❤️,Tripadvisor
Marrakech,Restaurant,So Lounge Marrakech,SO LOUNGE MARRAKECH,"I found a place with my family a lot of the ad With very interesting experience, very fast and professional service by abderrahman and brahim. I recommend to visit this place with your family waiters as brothers, thank you very much for your welcome and thank you very much for the officials due so M SAID And mehd",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Best Cocktails in Marrakech,"One of our favorite spots in town — amazing drinks by the best mixologist, great music, and top service every time. Always a pleasure to come back!",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,To avoid for cocktail lovers,"Different tests and even finding: can see no alcohol, on the other hand, a lot of sugar. Level zero of mixology...",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Best cocktail bar in Africa?,This place is amazing - super understated from the outside but the cocktails are world class. Such a fantastic hidden gem!,Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,"Stunning, absolutely stunning!","I'd heard about the Baromètre, Marrakech's first true mixology bar, when it was highly recommended in a podcast. We do like our cocktails and these were the most creative, inspired fun and delicious too. The Churchill is an amazing invention - how it was done, we've no idea.

We had tapas as well - and they were perfect and creatively displayed too.

The staff were friendly and efficient.

And the Ladies - well, I've never smiled so much when visiting a bathroom.

Thank you so much Baromètre for a fantastic experience.",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Gorgeous cocktail,"Gorgeous cocktails, good atmosphere attention to detail cocktails made with a lot of effort would highly recommend the naughty tequila",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Wow,"Wow.  Right from the start this place has that wow factor, a real speakeasy bar.  Great fun.  Fabulous fun cocktails and amazing food.  All staff were engaging.  One of the best dirty vodka martinis ever.  Quiet mid week but recommend to book at weekends to avoid disappointment.  See you in September.",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Very nice place,Very good atmosphere all the staf is great. One more star for the waitress who manages the room admirably. The doorman is also excellent. I recommend 100/100,Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Highlight of New Marrakech,Absolutely mind-blowing cocktails and decor! Great value too. Went worh a group of 11 and everyone was delighted. This is a can't miss destination in Marrakech!,Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,creativity under the sun,"A place of exception:
a quality welcome,
the cocktail dedicated to Churchill bluffing 
between a perfume and a cinematic image of this man, 
enormous creativity, the entries are perfect, playlist perfect, respectful customer atmosphere, 
and yes I can write it ‘the class’.  
It seems that this is a place that speaks so well of Morocco 2025.
Bravo and thank you.",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Super,"How wonderful! From the moment you enter until you leave, you are very kindly spoken to and pampered. The food was great and the decoration incredibly atmospheric. If you like good food you really should go here!",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,A must visit for delicious food and speciality cocktails,"Hidden away this is a real gem of a restaurant. The best food we’ve eaten in Morocco by far…. You must try the lemon pudding, I wanted to lick the plate clean. The staff were amazing, special shout out to Simo who helped to make my birthday extra special. The  cocktails tasted great, overall an exceptional experience.. Highly recommend a visit.",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,You won’t be disappointed cool place !,"Just go and enjoy ,great fun great food amazing service. We did a selection of sharing plates and mains all beautiful . 
Brie & pear 
Steak and salsa Verdi 
Sardines 
All delicious",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,A creative and inviting culinary and cock tailexperience in Marrakesh!,"If you're looking for an exceptional dining experience in a speakeasy atmosphere, look no further Barometre. Nestled just a short 10-minute taxi ride from the Medina.

The star of the show is the incredibly creative mixologist. With hundreds of bitters and blends at their disposal, the cocktail menu is a playground. Each drink is a masterpiece, not just in flavor but also in presentation. The artistry involved in crafting these cocktails is impressive.

My daughter and I started our meal with some delicious starters. The olive tree was colorful presentation, we paired with a rich beet hummus and a the avocado pellet salad. For our entrée, we chose the Asian beef, and it did not disappoint. The beef was flavorful, tender, and simply yummy. Each dish was beautifully presented, showcasing the chef’s creativity and attention to detail.  Service  was outstanding—our server was incredibly attentive and offered many great suggestions.",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,100% recomandable,"Great experience, from the tasty cocktails, mixologist , great food and service; frat vib, original and well worth a visit 🫶",Tripadvisor
Marrakech,Restaurant,Baromètre Marrakech,Really nice,"Restaurant to do 
Nice setting in a cellar
Cocktail at the top 
Much originality and research 
The service is really perfect: all very pro
The dishes are very good 
Mention for chimichuri beef and pastilla for incredible dessert!",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Amazing,"This place is amazing. Such a relaxed atmosphere and every single member of staff is so friendly, attentive and professional- top notch service without being pretentious. The food is utterly delicious and the Moroccan wine was so good. The fact that one of the staff, then walked us home safely- thank you for everything!!!",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Transported to the heights of the medina and gastronomy.,"My last visit was once again more exceptional than the others. we were a little afraid with our friends of the heat for lunch, but finally everything went well thanks to the Mist which refreshes much the ambient area. From reception to service everything was impeccable, you feel the 18 years of experience to make the customer travel. A good part of Moroccan cuisine is represented and fortunately there is also international cuisine which allowed my friends to change a little because they needed it, while staying in a beautiful setting reminiscent of the terraces of the Riads.",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,The perfect rooftop bar.,"From the moment we walked in the service was positive and welcoming. It was 44 degrees, but with water vapour and a bit of a breeze - and the constant topping up of drinks with ice, we were comfortable. The music entertainment added to the atmosphere without being intrusive. . The food is beautifully presented - and whilst not cheap for Marrakech, ceratinly wasn't expensive. Particular thanks to our very attentive waiter,  Haben. So much better than the nearby Cafe Arabe, which we visted just before!",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Great.,Great atmosphere we arrived in Marrakech for the first time we arrived late from the airport we had a great drink great atmosphere our holidays how there at that time we had not eaten we were offered excellent tapas,Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Good for lunch,We ended up having and unexpected lunch here after we finished our sightseeing tour of the medina. View is nice. Service attentive but a bit overpriced when it comes to food and drinks. Barely seen any local. Just tourists.,Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,a magical moment in the heart of the medina,"What a beautiful discovery! The Terrace of Spices is a haven of peace above the bustle of the medina. The setting is beautiful, with breathtaking views of the rooftops of Marrakech and the Atlas Mountains in the distance. The atmosphere is both chic and casual, perfect for a family dinner

The service was impeccable: smiling, attentive and professional from start to finish. We tasted several revisited Moroccan dishes, all delicious and perfectly presented. Special mention for lamb tagine — a real delight!

A big congratulations to the whole team for this beautiful experience. We will definitely return during our next stay in Marrakech!",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,1 night in Marrakesh,"Hidden Gems in middle of old Medina 
High level of service et very friendly management  keep it up  such a unique experience",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Birthday party,"Booked online for my birthday, the whole team was kind and caring for us...the excellent meal with sought after flavors, very good wine and the terrace is beautifully decorated, no sure view but so cozy...a top music band, could not be more romantic. My favorite place in the Medina, a security guard will accompany you to your Riad in the late evening, Bravo",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Worst choice,"I booked a table for me and my boyfriend at 18:30, with the intent of drinking something cool on a rooftop that has little and nothing, except the lack of the roof; we were the first customers to access and they made us sit in the center, between black walls and empty tables, despite the “best” tables were empty. We are provided with menus and we opted for a spritz and a beer (being 18:30), specific that we are Italian, drinks arrive and we are asked if we wanted food, but cordially we say no, having a dinner planned elsewhere; 30 minutes pass and again the waiter comes to urge us to take food, which honestly we do not want, he emphasizes, with an air of conceit and a smile on his face, that the consumption is mandatory; very irritated by the ways we take two tapas, once arrived, my boyfriend wanted to get up and leave, without consuming them, irritated by the behavior of the waiter who treated us like waste that could not afford to eat there and for the failure to communicate this 'obligatory expected consumption' but I urged him to stay; they were about to start the evening with the musician, but just finished the food we wanted to leave, we could not wait. In summary I can say that the waiters make an assessment of customers based on what they wear and treat them differently, the prices are high, exaggeratedly for the place where it is located (terrace with black walls, you can not see anything if they put you in the center) , the food is nothing big, all presentation and scene, common flavor, spritz stretched with water. I honestly advise against it, no plus points. I have to put a star on it, but it deserves zero.",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Pass your way,"Where to start...  Dinner one evening in June, with two, we think ""The Terrace of Spices"", it's famous, we should have a good evening...! Hop, I reserve, because the place is stormed so much it is THE PLACE TO BE! 
Arrived at 21:45 (only possible slot for reservation), the restaurant is half empty. Crazy. 
Very nice little live music. Friendly and welcoming staff. 
We are offered the map and LA: surprise!!! we are in Saint Tropez! Exorbitant prices! Well it must be really delicious, typical, authentic, who cares to pay for an amazing rooftop experience with a view (I'm still looking for it), right? 
The dishes are coming. Interest-free dishes. Tourist food! In a well-Europeanized place when we just want to be in Marrakech! Because restaurants like this, I have tons where I live. 
It annoys me that people are laughing! In Marrakech, we want softness, human warmth, we want the typical, we want the authentic, we want to forget that guineaty side that we see everywhere! 
Visitor advice: spend your money elsewhere.",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Just excellent. Best in the city,Never sure what to expect but this was just excellent in every way. Interesting menu and proof That you get what you pay for and to be fair you do pay quite a bit here. Service and food first class in every respect. The waiter had the measure of us and balanced humour with professionalism. Portions more than adequate. Long wine list (not so everywhere in Morocco of course). Interesting dishes on the extensive menu and caters for veg/gf etc. will be back,Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,"Great service, cool ambience and fine food","A great location, live music, evening sun, fine food and nice service. We would go back there. Make sure to reserve in advance!",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Pleasant,"A very nice terrace, but with no great views around. Usually full, there is a need to reserve, has shifts, which implies terms to eat with some hurry to give room to the next.
Friendly and efficient staff, live music but international.
It’s a very nice place in the middle of the medina, but it’s more European than truly Moroccan, which doesn’t mean it’s not a place to visit.
The food is good but I think the prices are too high and the wine is not even spoken.",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Pricey terrace view,"We came in for lunch. The staff were friendly- no complaints there. We ordered 3 small starters, a bottle of sparkling water and two ice creams (two scoops each). It came out to $88. The food was good but nothing spectacular. I understand that catering to Western clientele, and paying for a nice (but not spectacular) view. If you don't mind overpaying - it is a good place. But you can get better food for a lot less.",Tripadvisor
Marrakech,Restaurant,Terrasse des Epices,Beautiful restaurant,"food, excellent service --> recommended!
I ate dinner at the Terrasse des Spices one evening but and I am happy to recommend it! I started with very nice salads and really delicious olives (much better than many!) . John Dory and shrimp puff pastry with a saffron cream sauce was very good, good. I very much appreciated that the restaurant offers the possibility to be escorted, free of charge (tips are welcome) to its accommodation after dinner. Good evening.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,A Peaceful Culinary Escape in a Historic Riad,"Dining at Restaurant Dar Cherifa was a truly special experience. Set inside a beautifully restored 16th-century riad, the ambiance is serene, elegant, and full of charm. It's the kind of place that makes you slow down and soak in the beauty of Marrakech’s history and architecture.

The menu offers a refined take on traditional Moroccan dishes. We tried the chicken tagine with preserved lemon and olives, and it was absolutely delicious — tender, flavorful, and beautifully presented. The desserts and fresh juices were also a highlight.

The staff were welcoming and professional, striking the perfect balance between attentive and discreet. Whether you're coming for lunch, dinner, or just tea under the lanterns, Dar Cherifa is a hidden gem you shouldn't miss.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Magic,"Unique atmosphere in this typical Moroccan restaurant inside a Riad.
Attentive and kind service.
Authentic, good and hearty dishes.
The price is certainly higher than what you can find in other restaurants in Marrakech, but the atmosphere, service and quality of what you eat are worth every last Dirham.
Particularly the fact that you eat among the paintings of emerging Moroccan artists and that the same paintings, if you want, you can buy.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Delcious food in beautiful setting,"The architecture of this building is beautiful, the food was amazing, and staff very attentive. I would highly recommend it.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Wonderful Service and Great Food,"Had a great time, the cooking lesson was very informative and a lot of fun.  Special thanks to Abderrahim and Kawtar for being so gracious and welcoming!",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,delicious and relaxing dinner,"Delicious food and relaxing environment, so much so that we had dinner twice in this Dar during our stay in Marrakech.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Beautiful gastronomic experience in this beautiful Riad,"Beautiful Riad, unusual place in the center of the Medina. We were very well received in the middle of the afternoon, beautiful architecture all in height. 
We were delighted by the quality of the cuisine... the pastilla is top. An incredible dessert, with a perfect balance of spices and sweetness: eggplant crumble. 
I highly recommend",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Great architecture with great food,"We booked it through our riad on the same day we visited the restaurant. Quiet place to enjoy food in a beautiful building - definitely worth visiting if you're an architecture lover. We were one of the last guests, so we ate peacefully, with delicious food. They have in the menu camel meatballs, which I haven't seen in many other restaurants.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Super,"A particularly beautiful, quiet place, with extremely friendly staff, with a very tasty local menu.Harder to find among the narrow streets of the old town, but worth the effort to find it.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,beautiful local experience at Dar Cherifa,"The welcome was incredibly warm! We were a group of 12 and a small corner had been specially arranged for us, which really made the moment pleasant. The dishes were in line with our expectations, delicious and well presented.

At the end of the meal, we unfortunately dropped a small exhibit on site, but the team showed patience and understanding, a real plus. Only small downside: the waiting time to get our change back was a bit long but we remain honest.

It remains a very nice place, typical, where you eat very well (not everyone liked the dessert but it was atypical a bit sweet). A local address that I recommend to live a beautiful Moroccan experience.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Super restaurant,Restaurant located in the Medina in an old renovated riad typical Moroccan cuisine with typical Moroccan dishes fair price excellent quality very kind and helpful staff,Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Excellent experience in Marrakech of Moroccan cuisine,"Lovely and elegant location, very welcoming and helpful staff despite being late on booking. We enjoyed exceptional Moroccan cuisine and served with courtesy and kindness.",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Wonderful!,"Wonderful! Excellent service, food, and overall experience. So friendly, caring, and attentive. I highly recommend it!",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,A wonder to discover,"What a magical setting that mixes history and contemporary with these paintings on display.
The service is impeccable with great kindness and professionalism.
The dishes are well made and with a cuisine that has taste 
Thank you not to miss",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Medium despite the beautiful location,"Beautiful place. Too bad average service and especially not included in the note (marked nowhere ) as I notified us the waiter without smiling, so savory note to finish for an average meal",Tripadvisor
Marrakech,Restaurant,Restaurant Dar Cherifa,Stunning! Definetly must visit!,"A unique experience begins the moment you search for the entrance to the restaurant. Entering through an unassuming door, you step into a true fairytale—not an artificial, touristy Disneyland, but a genuine gallery of art and architecture. It’s the perfect spot for a romantic dinner. And a brilliant introduction to Moroccan cuisine—thankfully, the well-curated menu is the best guide. Bravo!",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,Authentic Moroccan experience,The staff at this hotel are so attentive. All your requests and needs are met immediately. The rooms are large and decorated in authentic traditional Moroccan style. At first getting to your room is like being in a maze with so many courtyards and corridors but you soon find your way. Very private and no outside noise except you can hear the birds singing. The breakfast and afternoon tea are very refreshing. Two restaurants on site if you arrive jet lagged you don’t have to go out. All in all a wonderful experience and I would stay there again. Highly recommend this hotel.,Tripadvisor
Marrakech,Restaurant,La Maison Arabe,Fantastic stay ✨,"Excellent location excellent staff turn to customers, especially Mr. Driss at the front desk. 
We had a great stay thanks to all of you",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,A must-see in Marrakech,"Very good workshop! We cooked 2 types DE sala DE Moroccans (taktouka and courgettes), a fish tagine, and an almond and orange blossom pastilla. Very good menu that shows the techniques to use to cook a Tajine. We learned a lot DE Moroccan cuisine (not just these dishes). DE addition, it is a wonderful human experience: Naila and Dada are incredibly kind. It’s a perfect course for all levels, then eating the final product in the beautiful dining room is a sublime experience.",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,Magical Marrakech,"We not only had a wonderful experience at your hotel but your city was amazing. The La Maison Arabe property is very lovely. The spa was under renovation but we had a beautiful experience nonetheless. Each room and nook were beautifully decorated all very traditional and welcoming. We loved wandering through on the way to the piano jazz bar. What an absolute treat to have such talented musicians every night !! The bartenders made exceptionally crafted drinks. We enjoyed many nights at the lounge. Also that cinnamon smell radiating when you walk in reception was yummy. The staff…
All the staff that we encounter were absolutely amazing. They went out of their way to make us feel welcomed and they were so very accommodating to our needs. They truly are the reason we would recommend the hotel and come back to stay. We truly feel they were exceptional. 
The cooking class was outstanding! 
The 3 hours flew by. We all agreed that the cooking experience was the best of all our activities that we scheduled for our entire stay. Walking distance from the markets and Bahia Palace as well as the Saadian Tombs",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,Magical stay in this historic hotel.,"Incredible stay at the hotel. The grounds of this historic hotel can’t be matched. The staff is so incredibly warm, kind, and knowledgeable. They made my stay one I will remember forever. I traveled alone and felt safe and looked after by the hotel team every day. I will always come back here when I am in Marrakech. Beautiful city with beautiful people. 

If you want a magical visit, this hotel is the place to stay…",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,"The cooking workshop, exceptional recipes","Chef Rachida and the sales manager explained the recipes well and it was very rewarding.
Thank you for the tea master DE ceremonies with his captivating explanations.",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,Second visit to this wonderful hotel.,"La Maison Arabe is an excellent and peaceful hotel in a very good location for exploring the Medina and also further afield; we walked to the Jardin Majorelle and Gueliz in less than thirty minutes.
The hotel rooms and public spaces are beautifully decorated in traditional Moroccan style and everything is very clean and well maintained. 
The hotel's country club is a great facility just outside the city, great place to go in the afternoon heat to enjoy the pool and relax. 
The food is great, the breakfast buffet has a very wide choice and the restaurant in the evening has an excellent menu and very interesting wine list featuring mainly Moroccan wines, which we rate highly.  We also enjoyed the roof top bar for more casual dining. 
Although we find everything about this hotel to be excellent, the most impressive aspect of La Maison Arabe is definitely its staff. They could not be any more helpful or friendly, they are a real asset to the hotel.
This was our second visit to this wonderful hotel, and we will definitely return.",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,The absolute best!,"I can’t say enough about Maison Arabe. I have had the great fortune of traveling and it’s the most wonderful, magical place I’ve ever stayed. The staff is exemplary!!! The food is amazing. My only disappointment is the pool was closed and we learned having dinner there is highly recommended. I can’t say enough about the staff! I felt like a princess. In fact, I get choked up thinking about how kind everyone was. A special thanks to Hakim, Redwane, the bar tender and another gentleman who also worked at the front desk. Everyone was special!! I hope to return one day!",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,"Luxurious, authentic and historic.","We were very pleasantly surprised by La Maison Arabe, when booking we didn't study it much but the service was 5* from the moment we booked. The hotel refunded us for an extra day we accidentally booked which was very kind. They knew I'd recently been in a traffic accident in the UK so they organised a 4x4 car to pick us up from the airport for free. The team were highly professional and warm spirited throughout our stay. They helped us organise trips, taxis and offered daily advice. Our room was immaculate, opulent yet homely and felt luxurious. I've tried to recreate our stay at home by buying orange blossom essence, brass hooks and towel robes :)

The hotel has a jazz piano bar and lots of history too. I think Winston Churchill was a frequent visitor. 

As someone who cannot eat gluten or dairy I often find hotel breakfast difficult. However the food was great! I had almond milk in my coffee and plenty of options for food; omelette, fresh figs, fresh beetroot juice, savoury options, fruit, quinoa and more. 

At the time of visiting the pool was under construction so the hotel had an hourly shuttle which took us to their second private property which has a fabulous luxury outdoor pool set in hectors of gardens and in a beautiful setting. I would have liked to have known about this before arriving, but they certainly redeemed themselves. 

My only criticism was that one of the taxis they booked us during the week didn't have seatbelts, but perhaps they didn't know that when booking. And, that the fallback pool didn't serve alcohol like the hotel did. But the lunch we ordered was delicious. 

The hotel is very well located and we mostly walked everyday to our destinations. On arrival we booked a walking tour which was such a great idea as we saw so much of the local area and the guide over indexed on the arts which is our passion. 

I'd definitely return here again!",Tripadvisor
Marrakech,Restaurant,La Maison Arabe,Unforgettable getaway to the Arab House,"In addition to being a mythical Palace, the welcome was perfect for all the staff with a welcome mocktail and every day a tea time/pastry served at 5pm in the patio and its fountain. Perfect room and bathroom with welcome bottle Cafe/the.",Tripadvisor
Marrakech,Restaurant,Sofitel Marrakech Palais Impérial & Spa,Top service,Wonderful stay .. Special thanks to Sanaa from the reservation service and to the kids club’s stuff ..words cannot describe my satisfaction 💐💐,Tripadvisor
