city,place name,date,note,full_review_trunc,lang,plateforme,sentiment_label,sentiment_score
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",,4.5/5,"Séjour très agréable, personnel souriant et attentionné. Endroit Cosy. Repas succulent. A Conseiller | Positive: L'endroit était très chaleureux et le personnel souriant, disponible et très attentionné. Très agréable séjour, au calme dans un environnement cosy. Repas succulent! A conseiller vraiment! | Negative: nan",fr,Booking,positive,3.668
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",26/07/2025,5.0/5,Exceptionnel | Positive: Tout était parfait! Merci pour tout nous reviendrons! À très bientôt | Negative: nan,fr,Booking,positive,3.674
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",22/07/2025,5.0/5,"A découvrir vraiment | Positive: J'ai adoré le riad , la chambre était très spacieuse, fraîche, la piscine un régal pour se rafraichir et se détendre. Les repas très variés (j'y suis restée 5 jours) et très bon, je me suis régalée durant le séjour. Je suis venue avec mon chat et lui aussi a apprécié se balader sur la terrasse au frais le matin comme le soir, pour admirer le coucher du soleil. Le personnel de l'établissement et le propriétaire sont très sympathique et au petit soin pour qu'on passe un très bon séjour. Je recommande vraiment ce riad. Moi je suis venue en voiture, et son emplacement est idéal pour découvrir la région, vraiment pas loin d'Essaouira, de sidi kouaki | Negative: J'ai tout apprécié",fr,Booking,positive,3.603
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",03/07/2025,4.0/5,"Très bien | Positive: Nous avons aimé l'accueil, les super conseils de visites et l'organisation de la balade à cheval. Les repas étaient délicieux. Le calme et la température idéale. Nous avons adoré notre séjour | Negative: Rien",fr,Booking,positive,3.679
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",27/06/2025,5.0/5,"Exceptionnel | Positive: L accueil de yacine était énorme, toujours là pour notre confort | Negative: Wifi limité dans la chambre",fr,Booking,positive,3.604
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",26/06/2025,5.0/5,"Exceptionnel | Positive: Accueil formidable, cuisine excellente, magnifique petit Riad tenu par une famille très attentionnée, je recommande si vous recherchez la tranquillité, l Accueil légendaire des marocains, une bonne cuisine On s est senti comme à la maison J ai eu un petit souci gastrique pendant mon séjour ils ont étaient à mes petits soins en adaptant la nourriture milles merciiiii Un grand merci pour cet accueil chaleureux qui participe à la réussite d un séjour | Negative: nan",fr,Booking,positive,3.649
Essaouira,"DAR ETTO Riad & Spa
Une nouvelle fenêtre va s'ouvrir",22/06/2025,5.0/5,"Magnifique séjour dans un superbe Riad. | Positive: La chambre magnifique, la piscine et le spa, le calme à quelques minutes de voiture d'Essouira. L'accueil et la gentillesse de tout le monde. Le Riad nous a organisé la location de vélos et un tour guidé jusqu'à la belle plage de Sidi Kaouki. | Negative: Rien. Tout était parfait.",fr,Booking,positive,3.659
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",28/08/2025,4.5/5,"Bon rapport qualité prix, personnel top, petit dej à améliorer | Positive: Personnel attentionné, gentil , souriant franchement top | Negative: Petit déjeuner peut être amélioré, pas de choix, presque chaque jour la même chose",fr,Booking,positive,3.656
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",25/08/2025,4.5/5,Reposant et chaleureux | Positive: Proche des commodités | Negative: nan,fr,Booking,positive,3.549
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",19/08/2025,4.5/5,Fabuleux | Positive: Accueil professionnel et chaleureux du personnel de l'hôtel. Réactivité concernant nos demandes et attention particulière aux détails. Hôtel bien situé pour faire des balades et passer un moment agréable au sein de l'ancienne médina (la vieille ville) ajouté à cela des animations chaque soir pour plus de festivités. Je recommande vivement cet hôtel. | Negative: nan,fr,Booking,positive,3.675
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",,3.5/5,Ville côtière donc la plage est un loisir prioritaire mais malheureusement la chambre où j'etais y avait pas ou faire sé | Positive: nan | Negative: Fenêtre,fr,Booking,negative,2.491
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",,4.5/5,Fabuleux | Positive: La gentillesse du personnel | Negative: nan,fr,Booking,positive,3.647
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",31/07/2025,4.5/5,"Fabuleux | Positive: Aimable equipe, propreté, emplacement à caractère unique | Negative: Rien",fr,Booking,positive,3.666
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",27/07/2025,4.5/5,Fabuleux | Positive: Tout | Negative: Rien,fr,Booking,positive,3.612
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",26/07/2025,4.0/5,"Très bien | Positive: Très bon accueil, personnel sympathique. Hôtel propre et bien situé. Menu du restaurant varié et de qualité. Les prix sont abordable et animation musicale tous les soirs. | Negative: nan",fr,Booking,positive,3.651
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",25/07/2025,4.5/5,Fabuleux | Positive: Petit dejeuner copieux et super emplacement | Negative: nan,fr,Booking,positive,3.653
Essaouira,"Hôtel Mechouar Plaza
Une nouvelle fenêtre va s'ouvrir",24/07/2025,3.5/5,Séjour bien | Positive: Calme | Negative: Rien,fr,Booking,positive,3.271
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",21/08/2025,3.5/5,"Hôtel agréable avec un bon rapport qualité-prix et dommage pas de petits déjeuners | Positive: C'était agréable sans prétention mais c'est ce que l'on voulait la salle d'eau avait des soucis d'écoulement et sinon pas vu de petits déjeuners le petit salon était vide, pas de café cela dit ça nous a permis de goûter un excellent jus d'orange pressé devant nous juste à une ruelle de l'hôtel | Negative: Pas de petits déjeuners",fr,Booking,negative,2.637
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",10/08/2025,3.5/5,Bien | Positive: Emplacement et personnel | Negative: Chambre avec forte humidité vu l'absence de soleil,fr,Booking,negative,2.587
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",02/08/2025,4.0/5,"Très bien | Positive: Le personnal sympa ,endroit calme | Negative: Rien",fr,Booking,positive,3.547
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",26/07/2025,4.5/5,Top | Positive: Le personnel attentif | Negative: Rien,it,Booking,positive,3.319
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",24/07/2025,3.5/5,Bien | Positive: Belle chambre dans un quartier tranquille. Réception efficace. | Negative: La salle de bain sentait très mauvais.,fr,Booking,positive,3.094
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",17/07/2025,4.0/5,"Très bien | Positive: J'ai beaucoup apprécié la conduite du personnel. Imane aété toujours au petits soins ,souriante, attentive et trop aimable. L'emplacement est proche du coeur de la ville. Un coin calme. | Negative: nan",fr,Booking,positive,3.669
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",24/06/2025,4.5/5,"Fabuleux | Positive: Le personnel,la chambre sur la terrasse | Negative: nan",fr,Booking,positive,3.627
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",13/05/2025,4.5/5,"Superbe | Positive: Nous avons passé un excellent séjour au Riad Wave Mogador. L'établissement est propre, calme et idéalement situé, ce qui nous a permis de profiter pleinement de notre passage à Essaouira. Un immense merci à Imane, qui a été tout simplement adorable. Grâce à sa gentillesse et ses précieux conseils, nous avons découvert de superbes endroits à visiter. Elle a largement contribué à rendre notre séjour inoubliable. Bref, Imane est extraordinaire ! | Negative: nan",fr,Booking,positive,3.677
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",08/05/2025,3.5/5,"Parfait pour une nuit ,très bien placé dans la médina | Positive: La qualité de l'accueil et la gentillesse des personnes présentes. L' orientation vers un chouette restaurant le soir . | Negative: L' absence d' interlocuteur pour le check out",fr,Booking,positive,3.527
Essaouira,"Wave Mogador
Une nouvelle fenêtre va s'ouvrir",,4.5/5,"Une adresse pour revenir et à communiquer | Positive: La qualité de l'accueille, la gentillesse du personnel La propreté , le rapport qualité prix , la paisibilite | Negative: La disponibilité du petit déjeuner mais le personnel a remédié à",fr,Booking,positive,3.498
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",27/08/2025,4.5/5,"Une belle expérience | Positive: Tout était irréprochable , le personnel a l image de la ville très sympas et a l écoute Merci et à la prochaine incha allah | Negative: Je propose juste qu on élargisse la cloison de la baignoire pour éviter le débordement de l eau après les prises de douches",fr,Booking,positive,3.615
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",27/08/2025,3.5/5,Bien | Positive: La propreté de l'hotel | Negative: nan,fr,Booking,positive,3.336
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",25/08/2025,4.5/5,Fabuleux | Positive: Personnel très accueillant. Mention spéciale à madame Khitam qui a été d'une sympathie extrême. | Negative: RAS,fr,Booking,positive,3.665
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",25/08/2025,3.5/5,bien | Positive: chambre spacieuse | Negative: besoin de rénovation,fr,Booking,neutral,3.102
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",25/08/2025,4.0/5,"Très bien | Positive: La proximité | Negative: Lors de mon séjour, l'accueil a été très froid aussi bien au check-in qu'au check-out, assurés par une jeune dame à la réception. C'est regrettable, car les réceptionnistes sont la matière première d'un hôtel : ce sont eux qui donnent la première impression. Un minimum de sourire et de chaleur humaine aurait rendu l'expérience beaucoup plus agréable.",fr,Booking,positive,3.524
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",25/08/2025,4.5/5,Fabuleux | Positive: L emplacement idéal calme | Negative: nan,fr,Booking,positive,3.628
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",24/08/2025,4.5/5,Bel établissement avec un excellent emplacement pas loin de la médina et de la corniche | Positive: Emplacement parfait | Negative: nan,fr,Booking,positive,3.612
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",22/08/2025,3.5/5,"Jolie escale à Essaouira | Positive: Jolie chambre mais sans caractère Gentillesse du personnel vraiment au top ! | Negative: Manque de caractère Restaurant pas top Souvent des oublis …ménage, pas de changement de draps alors que nous sommes restés 10 jours … Problème de machine à café… Pas de bouteille d'eau dans les chambres",fr,Booking,negative,2.483
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",21/08/2025,4.5/5,Fabuleux | Positive: Gentillesse du personnel Emplacement | Negative: Rien,fr,Booking,positive,3.629
Essaouira,"Atlas Essaouira Riad Resort
Une nouvelle fenêtre va s'ouvrir",20/08/2025,4.5/5,Super sejour dans cet hôtel qui est idéalement situé proche de la plage et de la Medina. | Positive: Super hôtel avec une belle piscine. La réception et le personnel sont très agréable et réactifs. Les chambres sont grandes et confortables. | Negative: La plage privée mériterait d'être mieux agencée et entretenue.,fr,Booking,positive,3.665
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",28/08/2025,3.5/5,"Pas trop mal | Positive: Le petit déjeuner est bien fourni, la déco de la chambre est sympa | Negative: 1 micro savon pour 2 personnes pour 3 jours noté comme articles de toilette (même pas de shampooing) La chambre 1 que nous avons eut est très bruyante car juste à côté des escaliers et vue sur la place extrêmement animée jusqu'à minuit environ avec les rangements des commerces dessous matin et soir et juste en face de la Mecque donc réveillés à 5h par l'appel mais soit ça fait parti du jeu… le bruit en revanche est très fatiguant.",fr,Booking,positive,3.441
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",22/08/2025,4.5/5,Fabuleux | Positive: L'emplacement La deco Petit dejeuner inclut Le personnel | Negative: Rien,fr,Booking,positive,3.626
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",21/08/2025,3.5/5,"Séjour correct mais aurait pu être plus confortable. | Positive: L'emplacement était pratique, proche de tout. | Negative: Il faisait très chaud dans la chambre et il n'y avait pas de climatisation. De plus, on m'a attribué une chambre au 2ᵉ étage, ce qui n'était pas très pratique.",fr,Booking,positive,3.4
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",21/08/2025,4.5/5,"Fabuleux | Positive: Très contente d'avoir retrouvé les 2 souriants Reda et Amadou à l'hotel ce qui rend le séjour plus agréable, hâte de revenir prochainement :) | Negative: nan",fr,Booking,positive,3.684
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",13/08/2025,3.5/5,"Chambre super, petit déjeuner excellent, personnel adorable seul bémol le bruit ! | Positive: L'emplacement parfait | Negative: Un peu bruyant",fr,Booking,positive,3.581
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",11/08/2025,4.5/5,Fabuleux | Positive: Le personnel est très accueillant et agréable Très bien situé dans la médina | Negative: nan,fr,Booking,positive,3.662
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",31/07/2025,3.5/5,Bien | Positive: L'emplacement | Negative: Le petit dejeuner,fr,Booking,neutral,3.01
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",19/07/2025,4.0/5,"Très bien | Positive: Très bon emplacement, jolie décoration, chambre épurée | Negative: Le linge de lit n'était pas très propre",fr,Booking,positive,3.458
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",18/07/2025,3.5/5,"En général c'est pas mal | Positive: Emplacement extraordinaire ! | Negative: Wifi très mediocre a améliorer Chambre très petite, j'ai réserver une chambre supérieure mais c'est plus petite par apport au prix",fr,Booking,positive,3.095
Essaouira,"Mama Souiri Hotel
Une nouvelle fenêtre va s'ouvrir",15/07/2025,3.5/5,"Bien | Positive: L ocalisation, le personnel, il est propre, bon qualité/prix | Negative: Au rez de chaussée le soir il ya du bruit, je pense qu il y a une disco a côté",fr,Booking,positive,3.39
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",28/08/2025,5.0/5,"Exceptionnel | Positive: J'apprécie beaucoup la qualité de service de cet établissement, le personnel est à l'écoute et très serviable. Côté équipements tout est neuf et propre. | Negative: nan",fr,Booking,positive,3.67
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",27/08/2025,4.5/5,"Je recommande vivement | Positive: Hotel au top , tres bien entretenu.Personnel très aimable.hotel Excentré et calme . | Negative: Attente longue pour le petit déjeuner et il serait préférable de proposer dés spécialités marocaines comme amlou et huile d'argan pour varier",fr,Booking,positive,3.631
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",26/08/2025,5.0/5,"Exceptionnel | Positive: Nous avons apprécié l'excellent service de l'hôtel ainsi que la propreté des espaces en général. Le matériel est de qualité et la décoration très chaleureuse. La cuisine de l'hôtel est délicieuse et les prix sont abordables pour la qualité proposée. Nous reviendrons ! | Negative: Une chambre avec balcon et vue sur la mer avait été prévue. À notre arrivée, nous avons obtenu une chambre sans balcon. L'hôtel s'est adapté et nous a proposé, trois jours plus tard, une chambre avec balcon mais sans vue sur la mer.",fr,Booking,positive,3.648
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",26/08/2025,4.5/5,Fabuleux | Positive: Manifique | Negative: nan,fr,Booking,positive,3.593
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",25/08/2025,4.0/5,"Très bon séjour dans cet établissement | Positive: L'établissement était très propre, le personnel vraiment adorable | Negative: Les chambres mériteraient une meilleure insonorisation notamment celle sur la route",fr,Booking,positive,3.667
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",23/08/2025,5.0/5,"Je le recommande vivement à toute personne en quête de perfection et de sérénité. | Positive: Cet hôtel était tout simplement parfait ! Rien à redire, tout était au-delà de mes attentes : l'accueil chaleureux, la propreté irréprochable, le confort des chambres, le cadre magnifique et le service aux petits soins. Une véritable expérience où chaque détail a été pensé pour offrir un séjour exceptionnel. | Negative: nan",fr,Booking,positive,3.667
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",23/08/2025,4.0/5,"Très bien | Positive: Les chambres étaient confortables La vue depuis le rooftop fantastique Personnel très agréable | Negative: Piscine mal orientée, en plein vent et sans soleil Pas de lit pour les enfants, canapé très dur. Nous avons demandé des lits supplémentaires.",fr,Booking,positive,3.428
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",20/08/2025,4.5/5,"Séjour familial très très bien | Positive: L'hôtel etait tout neuf et propre. Les chambres très bien agencées sous forme de petit studio. La literie confortable, un lit bébé a pu m'être fourni sans problèmes. Le personnel très agréable et souriant. Ils ont tous été aux petits soins pour mon fils. Mon fils de 2 ans et demi s'est lié d'amitié avec Abdellah, le gardien, d'une gentillesse exceptionnelle. La vue des chambres ""vues sur mer"" étaient parfaite et celle du restaurant au dernier étage incroyable. Le petit déjeuner complet et très copieux. La piscine n'est pas bien mise en valeur sur les photos mais est très bien, en extérieur et grande. Un bassin est sécurisé pour les enfants. | Negative: J'ai peu aimé de choses dans mon séjour, mais il y a eu une fausse note qui a un peu impacté le sans faute. Un soir nous décidons de manger au restaurant de l'hôtel, nous n'avions eu aucun soucis avec le service jusqu'à lors. Mais sur cette soirée, nous avons attendu très très longtemps (environ 1h30 un mocktail) les boissons, mon fils n'ayant jamais reçu le sirop demandé. La prise de commande a été faite au bout de 45min et avec difficulté car le serveur ne comprenait pas un mot de ce que nous demandions malgré le fait que lisions seulement la carte. Il ne nous a pas informé et d'ailleurs ne savait même pas ce qui etait dispo ou non en cuisine. Puis après la commande passée deux plats sont arrivés avant les entrées et un plat est arrivé prêt de 2h après sa commande. Avec un enfant de 2 ans et demi cela devenait compliqué de le tenir en place. De plus, la distance avec le centre et la médina, il a fallu commander un taxi plusieurs fois par jour pour nos aller et venues. A pieds, sans la grosse chaleur de l'été cela doit être agréable de",fr,Booking,positive,3.244
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",18/08/2025,5.0/5,Exceptionnel | Positive: Tout était Top. | Negative: nan,fr,Booking,positive,3.561
Essaouira,"Cruiser Mogador Essaouira
Une nouvelle fenêtre va s'ouvrir",18/08/2025,4.5/5,"Fabuleux | Positive: La propreté Le confort des chambres Très belle vue Personnel aux petits soins | Negative: Le retard sur les services du petit déjeuner , il y avait beaucoup de monde et l'effectif alloué n'était pas forcément adapté.",fr,Booking,positive,3.348
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",25/08/2025,5.0/5,"Excellent Riad très bien placé très bon rapport qualité/prix. Personnel accueillant et serviable. | Positive: L'emplacement etait parfait: Riad situé au cœur de la médina à proximité des restaurants, commerces, port… L'endroit est très ressourçant, calme en journée et animé le soir. Riad très propre, chambre lumineuse et spacieuse. Petit dejeuner complet et très bon. Très bon services et personnel très accueillant et chaleureux on se sent comme en famille. Notamment un grand merci aux personnes de l'accueil: Fatima Zahra et Mohamed qui ont fait preuve d'une grande gentillesse. Hakima et Nounours | Negative: RAS",fr,Booking,positive,3.636
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",21/08/2025,5.0/5,"Très bel établissement. Je recommande! | Positive: Très bel accueil. Le personnel est sympathique et souriant. Chambre et sdb spacieuses et propres. Le petit déjeuner était bon. Les couloirs et les parties communes sont très joliment décorées. Tout était parfait. Je serai bien restée plus d'une nuitée. | Negative: Il faut garder en tête la nécessité de prendre plusieurs escaliers, ce qui pourrait ne pas convenir à certains. De notre côté, ça nous a fait notre sport :) Les bagages sont pris en charge par le personnel, qui est habitué au nombre de marches.",fr,Booking,positive,3.596
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",10/08/2025,5.0/5,"Merveilleux | Positive: Nous avons passé un merveilleux séjour au Palazzo. Le lieu est magnifique, le petit déjeuner délicieux et très copieux, la literie est très confortable. Le personnel est adorable et aux petits soins, toujours prêts à rendre service et à indiquer les meilleures adresses de la ville. Mohammed nous a organisé tous nos transferts et a toujours été très réactif et à l'écoute de toutes nos demandes, toujours avec le sourire. Un grand merci à toute l'équipe ! Nous reviendrons avec plaisir ! | Negative: Rien",fr,Booking,positive,3.66
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",08/08/2025,5.0/5,Super propre digne d'un 5 étoiles. | Positive: Chambre et toute la deco | Negative: nan,fr,Booking,positive,3.576
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",08/08/2025,5.0/5,Un hôtel superbe avec un personnel incroyablement gentil. | Positive: Personnel hyper bienveillant. Décoration. Rooftop avec vue. | Negative: nan,fr,Booking,positive,3.657
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",07/08/2025,5.0/5,"Exceptionnel | Positive: Bel établissement, très bien situé et proche de la plage. Chambre confortable. Très bon accueil | Negative: nan",fr,Booking,positive,3.648
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",03/08/2025,5.0/5,"Un cadre intime et raffiné ,confort d‘ exception et service attentionné. | Positive: L ‘ accueil à la réception est bien soigné par si mohamed un vrai professionnel . | Negative: Tout est parfait.",fr,Booking,positive,3.642
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",02/08/2025,4.5/5,Fabuleux | Positive: Super petit dej | Negative: nan,fr,Booking,positive,3.624
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",29/07/2025,5.0/5,"Une très belle adresse à Essaouira. | Positive: L'établissement le Palazzo est idéalement situé dans la médina, à proximité du port et de la plage. Le charme de l'hôtel n'a d'égal que la gentillesse et le professionnalisme du personnel (mention spéciale à la délicieuse Fatima et au dévoué Abdou). Les déjeuners y sont délicieux, ainsi que les plats servis sur la terrasse. | Negative: La literie pourra sembler ferme pour certains. Question de goût.",fr,Booking,positive,3.544
Essaouira,"Le Palazzo
Une nouvelle fenêtre va s'ouvrir",27/07/2025,4.0/5,"Très bien. | Positive: Très jolie chambre, joliment décorée. La salle de bain possède tous les équipements, très agréable également. La literie est excellente. L'hôtel est très bien situé proche du parking du port et de la médina. Les petits déjeuners étaient très bons. | Negative: Les chambres pourraient avoir quelques équipements supplémentaires tels qu'une bouilloire. Les petits déjeuners sont un peu trop copieux peut- être. Si nous avions un téléphone aussi dans la chambre pour le room service ce serait un plus (mais peut être cela est il disponible uniquement dans les suites).",fr,Booking,positive,3.575
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",24/08/2025,4.5/5,Le propriétaire est très aimable et arrangeant | Positive: Le petit dejeuner La localisation La gentillesse du personnel | Negative: Absence de clim / ventilateur dans la chambre,fr,Booking,negative,2.403
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",12/08/2025,4.0/5,"Séjour de rêve à Essaouira | Positive: L'emplacement est idéal, le petit déjeuner copieux et très bon, et on a très bien dormi. La vue sur la mer est top. | Negative: Dommage que la terrasse ne soit pas mieux aménagée pour mieux profiter de la vue sur mer.",fr,Booking,positive,3.672
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",25/07/2025,4.5/5,"Super passage à Essaouira Medina dans un Riad à la hauteur de nos attente | Positive: Super petit Riad, accueil extra, literie excellence, petit déjeuner copieux, calme.nous étions 10, avons occupé 5 chambres et tout le monde a été enchanté | Negative: Ras, un petit peu difficile à trouver.",fr,Booking,positive,3.204
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",09/07/2025,4.5/5,Fabuleux | Positive: Le petit déjeuner était excellent. Le lit extrêmement confortable. | Negative: nan,fr,Booking,positive,3.658
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",28/06/2025,4.5/5,Fabuleux | Positive: Très belle chambre- literie confortable -petit déjeuner correct personnel au petit soin - emplacement idéal | Negative: nan,fr,Booking,positive,3.652
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",21/06/2025,4.5/5,"Très belle vue sur l'océan de la chambre Océan | Positive: L'accueil de Amal. Très serviable, avec le sourire nous avons été surclassé avec la suite Océan. Une vue magnifique sur la plage et l'océan. Possibilité de prendre le petit déjeuné en terrasse, mais la pluie du matin et les alizés ne l'ont pas permis. Pour le Parking, nous sommes allés au Bab Marakech 2 nuits pour 140 dirams et divers pourboire, lavage voiture, etc. surprenant le parking était complet, il nous ont proposé de gérer la voiture en double file en gardant les clés. Mais on les a récupéré en soirée une fois la voiture garée (parking très bien surveillé).10min a pied de l'hôtel avec la possibilité de se faire porter les valises entre 30 et 40 dirams. Il existe un parking plus proche, mais il était complet ce WE de festival de Gnaoua. Le Riad est bien situé avec la surveillance de la police à l'entrée. | Negative: Rien",fr,Booking,positive,3.062
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",17/06/2025,4.0/5,"Super rapport qualité, prix un accueil formidable et une très belle situation | Positive: La localisation, proche de la médina, sans en avoir les inconvénients et le bruit proche de la mer au calme Nous avons particulièrement apprécié l'ensemble de personnel, très attentif à nos besoins et très serviable S | Negative: Peut-être que le Rooftop pourrait être mieux agencé",fr,Booking,positive,3.571
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",08/06/2025,4.5/5,"Fabuleux | Positive: La chambre, suite est exceptionnelle, face à l'océan. Bien située// la médina. Le personnel est très agréable. Je recommande sans hésitation. | Negative: nan",fr,Booking,positive,3.672
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",07/06/2025,4.0/5,Très bien | Positive: La localisation dans le centre face à l'océan. | Negative: nan,fr,Booking,positive,3.344
Essaouira,"Riad Mellah
Une nouvelle fenêtre va s'ouvrir",03/06/2025,4.0/5,"Très bien | Positive: Très bon établissement, à recommander | Negative: nan",fr,Booking,positive,3.593
Essaouira,"RIAD MAROSKO
Une nouvelle fenêtre va s'ouvrir",25/08/2025,4.0/5,"Riad marosko | Positive: Emplacement à l'intérieur de la medina, facile à trouver mais très calme. | Negative: nan",fr,Booking,positive,3.356
Essaouira,"RIAD MAROSKO
Une nouvelle fenêtre va s'ouvrir",21/08/2025,4.0/5,Très bien | Positive: Un riad plein de charme tout près de Bab Marrakech Chambres simples mais très confortables Un petit déjeuner au top pour ne pas dire exceptionnel Très bon accueil On reviendra Inch Allah | Negative: nan,fr,Booking,positive,3.651
Essaouira,"RIAD MAROSKO
Une nouvelle fenêtre va s'ouvrir",20/08/2025,5.0/5,"Rapport qualité prix exceptionnel | Positive: Un rapport qualité prix exceptionnel. Très joli Riad avec un personnel charmant, des chambres confortables et une terrasse pour le petit déjeuner avec une belle vue. Très bien situé, je recommande très fortement | Negative: nan",fr,Booking,positive,3.673
Essaouira,"RIAD MAROSKO
Une nouvelle fenêtre va s'ouvrir",18/08/2025,5.0/5,Super | Positive: La propreté L espace dans la chambre La gentillesse du personnel Le petit déjeuner | Negative: Draps moites mais c'est le climat,fr,Booking,positive,3.474
Essaouira,"RIAD MAROSKO
Une nouvelle fenêtre va s'ouvrir",18/08/2025,4.5/5,Fabuleux | Positive: Localisation au top dans la médina. Plage et port à 10 mins à pied. Accueil très sympathique. Hôtel propre. Nous recommandons cette adresse ! | Negative: La ler est gelée !,fr,Booking,positive,3.679
